mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
CITROEN,C3,PureTech 82ch Shine S&S E6.d,Essence /,17 860 km,/ 2019 /,Manuelle,1,0,1,0,1,0,1,12 799 €
RENAULT,Zoe,Zen charge normale R110 Achat Intégral - 20,Electrique /,50 065 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,12 799 €
PEUGEOT,3008,HYBRID4 300ch GT Pack e-EAT8,Hybride /,14 456 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,12 799 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence /,31 658 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,12 799 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Expression +,Gpl /,13 344 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,12 799 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2 - 20,Diesel /,29 813 km,/ 2020 /,Manuelle,1,0,1,1,1,1,1,12 799 €
CITROEN,C4,BlueHDi 130ch S&S Feel Pack EAT8 120g,Diesel /,69 947 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,12 799 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S Allure Business EAT8,Diesel /,161 205 km,/ 2020 /,Automatique,0,1,1,1,1,0,1,12 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack 118g,Essence /,14 031 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,12 799 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT EAT8,Essence /,49 025 km,/ 2021 /,Automatique,1,1,0,1,1,1,1,12 799 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,34 134 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,12 799 €
PEUGEOT,3008,1.2 PureTech 130ch E6.c Allure S&S EAT8,Essence /,68 813 km,/ 2019 /,Automatique,1,0,1,1,1,0,1,12 799 €
RENAULT,Kadjar,1.5 Blue dCi 115ch Intens EDC,Diesel /,56 792 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,12 799 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine BVM,Essence /,15 267 km,/ 2023 /,Manuelle,0,0,1,1,1,0,1,12 799 €
RENAULT,Captur,1.6 E-Tech Plug-in 160ch Initiale Paris,Hybride R /,24 655 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,12 799 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,19 403 km,/ 2021 /,Manuelle,1,0,1,1,0,0,0,12 799 €
RENAULT,Megane,1.5 Blue dCi 115ch Evolution EDC -23,Diesel /,11 650 km,/ 2023 /,Automatique,1,1,1,1,1,0,1,12 799 €
RENAULT,Zoe,Life charge normale R110 Achat Intégral - 20,Electrique /,38 550 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,12 799 €
RENAULT,Captur,1.0 TCe 100ch Evolution GPL,Gpl /,18 242 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 799 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure,Essence /,34 020 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,12 799 €
PEUGEOT,208,e-208 136ch Active,Electrique /,13 272 km,/ 2021 /,Automatique,1,0,1,1,1,0,0,12 799 €
MINI,Mini,Cooper S 178ch Premium,Essence /,26 549 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,12 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence /,9 936 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,12 799 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,15 462 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,12 799 €
DACIA,Duster,1.5 Blue dCi 115ch Extreme 4x2,Diesel /,29 220 km,/ 2022 /,Manuelle,1,0,1,1,1,1,1,12 799 €
PEUGEOT,208,e-208 136ch Active,Electrique /,26 655 km,/ 2021 /,Automatique,1,0,1,1,1,0,0,12 799 €
RENAULT,Megane,E-Tech Electric EV40 130ch Equilibre standard charge,Electrique /,11 000 km,/ 2022 /,Automatique,1,1,1,1,0,1,1,12 799 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,11 497 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 799 €
PEUGEOT,308,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence /,23 145 km,/ 2021 /,Automatique,1,0,1,1,1,0,1,12 799 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2,Diesel /,81 305 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,12 799 €
PEUGEOT,308,1.5 BlueHDi 130ch S&S Active Pack EAT8,Diesel /,41 411 km,/ 2022 /,Automatique,1,1,1,0,1,0,1,24 299 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,17 663 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,24 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence /,14 920 km,/ 2023 /,Automatique,0,1,1,1,1,0,1,24 299 €
MINI,Mini,Cooper S 178ch Edition Camden BVA7,Essence /,33 796 km,/ 2021 /,Automatique,0,1,1,1,1,0,1,24 299 €
MINI,Mini,One 102ch Edition Greenwich BVA7,Essence /,40 367 km,/ 2020 /,Automatique,0,1,1,1,1,0,1,24 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure 118g,Essence /,11 103 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,24 299 €
RENAULT,Arkana,1.3 TCe mild hybrid 160ch RS Line EDC -22,Essence M /,6 566 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,24 299 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT EAT8,Essence /,29 902 km,/ 2020 /,Automatique,1,1,0,1,1,1,1,24 299 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence /,11 800 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,24 299 €
PEUGEOT,3008,HYBRID 225ch Allure Pack e-EAT8,Hybride /,33 205 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,24 299 €
RENAULT,Twingo,1.0 SCe 65ch Life - 20,Essence /,52 427 km,/ 2020 /,Manuelle,1,0,0,0,0,0,0,24 299 €
RENAULT,Clio,1.6 E-Tech hybride 140ch Business -21N,Hybride /,31 109 km,/ 2021 /,Automatique,1,1,1,1,0,0,1,24 299 €
RENAULT,Captur,1.0 TCe 90ch Intens -21,Essence /,38 779 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,24 299 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Essentiel,Gpl /,33 803 km,/ 2021 /,Manuelle,1,1,1,1,0,0,0,24 299 €
NISSAN,Qashqai,1.3 Mild Hybrid 158ch Tekna Xtronic,Essence M /,42 923 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,24 299 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Intens -21,Hybride /,37 774 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,24 299 €
DACIA,Duster,1.0 ECO-G 100ch Prestige 4x2 - E6U,Gpl /,44 304 km,/ 2021 /,Manuelle,1,0,1,1,1,1,1,24 299 €
RENAULT,Clio,1.3 TCe 140ch RS Line,Essence /,5 645 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,24 299 €
NISSAN,Qashqai,1.5 dCi 115ch Tekna 2019 Euro6-EVAP,Diesel /,44 853 km,/ 2021 /,Manuelle,0,0,1,1,1,1,1,24 299 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,12 517 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,24 299 €
PEUGEOT,3008,1.2 PureTech 130ch GT Line S&S EAT8 6cv,Essence /,56 510 km,/ 2019 /,Automatique,0,1,1,1,1,0,1,24 299 €
CITROEN,C5 Aircross,Hybrid rechargeable 225ch C-Series ë-EAT8,Hybride R /,28 631 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,24 299 €
CITROEN,C4,Moteur électrique 136ch (100 kW) Feel Pack Automatique,Electrique /,29 252 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,24 299 €
RENAULT,Captur,1.3 TCe mild hybrid 160ch RS Line EDC,Essence M /,7 826 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,24 299 €
RENAULT,Clio,1.0 TCe 100ch Intens,Essence /,37 270 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,24 299 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno Fast Track,Essence M /,4 760 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,24 299 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,37 700 km,/ 2022 /,Manuelle,0,0,1,1,1,0,1,24 299 €
RENAULT,Zoe,Business charge normale R90 MY19,Electrique /,14 000 km,/ 2019 /,Automatique,1,0,1,1,1,0,0,24 299 €
PEUGEOT,208,e-208 136ch Active,Electrique /,14 197 km,/ 2021 /,Automatique,1,0,1,1,1,0,0,24 299 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,15 043 km,/ 2023 /,Manuelle,0,0,1,1,1,0,1,24 299 €
RENAULT,Zoe,E-Tech Life charge normale R110 Achat Intégral - 21,Electrique /,11 433 km,/ 2021 /,Automatique,1,1,1,0,0,0,0,17 499 €
PEUGEOT,3008,1.2 PureTech 130ch S&S GT EAT8,Essence /,18 252 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,17 499 €
RENAULT,Clio,1.3 TCe 140ch Techno,Essence /,4 635 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,17 499 €
RENAULT,Captur,1.0 TCe 90ch Techno,Essence /,7 730 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,17 499 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure 5cv,Essence /,25 362 km,/ 2021 /,Manuelle,1,1,1,1,1,0,0,17 499 €
RENAULT,Captur,1.3 TCe 130ch FAP Intens EDC,Essence /,54 657 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,17 499 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort,Gpl /,58 476 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,17 499 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,5 412 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,17 499 €
RENAULT,Zoe,E-Tech Life charge normale R110 Achat Intégral - 21,Electrique /,14 925 km,/ 2021 /,Automatique,1,1,1,0,0,0,0,17 499 €
PEUGEOT,208,e-208 136ch Allure,Electrique /,15 990 km,/ 2021 /,Automatique,0,1,1,1,1,0,1,17 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,18 980 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,17 499 €
PEUGEOT,208,e-208 136ch Active Business,Electrique /,18 176 km,/ 2021 /,Automatique,1,0,1,1,1,0,1,17 499 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT EAT8,Essence /,8 552 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,17 499 €
MINI,Mini,Cooper 136ch Edition Greenwich,Essence /,26 365 km,/ 2020 /,Manuelle,0,1,1,1,1,0,1,17 499 €
DACIA,Sandero,1.0 SCe 75ch City+,Essence /,46 129 km,/ 2020 /,Manuelle,1,0,0,1,0,0,0,17 499 €
CITROEN,C3,PureTech 110ch Feel S&S E6.d-TEMP,Essence /,62 000 km,/ 2018 /,Manuelle,1,0,1,0,0,0,0,17 499 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2,Diesel /,76 026 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,17 499 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,16 358 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,17 499 €
PEUGEOT,2008,e-2008 136ch Roadtrip,Electrique /,42 814 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,17 499 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active,Essence /,26 742 km,/ 2021 /,Manuelle,1,0,1,1,0,0,0,17 499 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT EAT8,Essence /,1 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,17 499 €
PEUGEOT,3008,HYBRID4 300ch GT e-EAT8,Hybride /,49 796 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,17 499 €
RENAULT,Clio,1.5 Blue dCi 85ch Business,Diesel /,51 556 km,/ 2020 /,Manuelle,1,1,1,1,0,0,1,17 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence /,72 400 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,17 499 €
RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl /,4 995 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,17 499 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,27 255 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,17 499 €
RENAULT,Captur,1.0 TCe 90ch Intens -21,Essence /,20 410 km,/ 2021 /,Manuelle,1,0,1,1,1,1,1,17 499 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure 5cv,Essence /,61 673 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,17 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,45 303 km,/ 2021 /,Manuelle,1,0,1,1,1,0,1,17 499 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active,Essence /,5 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,17 499 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Active,Essence /,32 919 km,/ 2021 /,Manuelle,1,0,1,1,1,0,1,21 499 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta,Essence M /,29 862 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,21 499 €
RENAULT,Clio,1.6 E-Tech hybride 140ch Business -21N,Hybride /,31 876 km,/ 2022 /,Automatique,1,1,1,1,0,0,1,21 499 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine EAT6,Essence /,33 700 km,/ 2022 /,Automatique,0,0,1,1,1,0,1,21 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Roadtrip 118g,Essence /,29 404 km,/ 2021 /,Manuelle,0,0,1,1,1,1,1,21 499 €
RENAULT,Twingo,E-Tech Electric Life R80 Achat Intégral - 21MY,Electrique /,20 067 km,/ 2021 /,Automatique,1,0,0,0,0,0,0,21 499 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active Business,Essence /,25 204 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,21 499 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort,Gpl /,58 103 km,/ 2021 /,Manuelle,1,1,1,1,1,1,1,21 499 €
PEUGEOT,208,e-208 136ch GT,Electrique /,19 133 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,21 499 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M /,5 614 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,21 499 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence /,14 244 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,21 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active,Essence /,55 679 km,/ 2020 /,Manuelle,1,0,1,1,0,0,0,21 499 €
RENAULT,Arkana,1.6 E-Tech 145ch Intens -21B,Hybride /,27 365 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,21 499 €
PEUGEOT,2008,e-2008 136ch Allure Pack,Electrique /,31 250 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,21 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure 124g,Essence /,45 763 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,21 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence /,57 646 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,21 499 €
PEUGEOT,3008,HYBRID 225ch GT e-EAT8,Hybride /,43 164 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,21 499 €
RENAULT,Captur,1.6 E-Tech Plug-in 160ch Intens,Hybride R /,47 855 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,21 499 €
PEUGEOT,308,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,43 370 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,21 499 €
DACIA,Duster,1.0 ECO-G 100ch Prestige 4x2 - E6U,Gpl /,44 929 km,/ 2021 /,Manuelle,1,0,1,1,1,1,1,21 499 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S EAT6,Essence /,64 336 km,/ 2016 /,Automatique,1,1,1,1,1,0,0,21 499 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Allure EAT8,Essence /,39 377 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,21 499 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine Pack 121-122g,Essence /,17 434 km,/ 2022 /,Manuelle,0,0,1,1,1,1,1,21 499 €
RENAULT,Megane,1.3 TCe 140ch FAP Business EDC,Essence /,48 152 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,21 499 €
RENAULT,Clio,1.0 TCe 90ch RS Line -21N,Essence /,21 364 km,/ 2021 /,Manuelle,0,1,1,1,1,1,1,21 499 €
RENAULT,Zoe,Team Rugby charge normale R110 Achat Intégral,Electrique /,19 517 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,21 499 €
NISSAN,Qashqai,1.5 dCi 115ch Business Edition DCT 2019 Euro6-EVAP,Diesel /,57 698 km,/ 2020 /,Automatique,1,0,1,1,1,1,1,21 499 €
RENAULT,Twingo,1.0 SCe 65ch Limited E6D-Full,Essence /,27 336 km,/ 2021 /,Manuelle,1,0,0,1,0,0,1,21 499 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel /,18 758 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,21 499 €
RENAULT,Megane,E-Tech Electric EV60 220ch Techno super charge,Electrique /,7 357 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,21 499 €
RENAULT,Captur,1.0 TCe 90ch Techno,Essence /,15 937 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,19 980 €
RENAULT,Clio,1.0 TCe 90ch Limited -21,Essence /,41 757 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,19 980 €
RENAULT,Captur,1.0 TCe 100ch Business GPL -21,Gpl /,39 295 km,/ 2021 /,Manuelle,1,1,1,1,0,1,1,19 980 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active,Essence /,31 476 km,/ 2020 /,Manuelle,1,0,1,1,0,0,0,19 980 €
RENAULT,Megane,1.3 TCe 140ch Techno EDC -23,Essence /,5 427 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,19 980 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2 E6U,Diesel /,49 288 km,/ 2021 /,Manuelle,1,0,1,1,1,1,1,19 980 €
PEUGEOT,308,e-308 156ch GT,Electrique /,20 869 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,19 980 €
RENAULT,Clio,0.9 TCe 90ch energy Intens 5p,Essence /,68 335 km,/ 2016 /,Manuelle,1,1,1,1,1,0,0,19 980 €
RENAULT,Clio,1.3 TCe 140ch RS Line,Essence /,4 759 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,19 980 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure,Essence /,31 859 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,19 980 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta 2022,Essence M /,38 566 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,19 980 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta 2022,Essence M /,34 658 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,19 980 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence /,8 908 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,19 980 €
RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride /,38 157 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,19 980 €
CITROEN,C5 Aircross,Hybrid rechargeable 180ch Feel Pack ë-EAT8,Hybride R /,16 056 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,19 980 €
PEUGEOT,3008,1.2 PureTech 130ch E6.c Allure S&S,Essence /,54 270 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,19 980 €
RENAULT,Twingo,E-Tech Electric Equilibre R80 Achat Intégral,Electrique /,12 551 km,/ 2022 /,Automatique,1,0,0,1,1,0,0,19 980 €
PEUGEOT,2008,e-2008 136ch Active Pack,Electrique /,29 720 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,19 980 €
PEUGEOT,208,e-208 136ch GT,Electrique /,31 257 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,19 980 €
RENAULT,Zoe,Life charge normale R110,Electrique /,24 315 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,19 980 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure Business,Essence /,46 775 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,19 980 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,41 000 km,/ 2019 /,Manuelle,1,0,1,1,0,0,0,19 980 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,9 864 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,19 980 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,27 051 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,19 980 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort,Gpl /,43 952 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,19 980 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,11 989 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,19 980 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta 2022,Essence M /,30 165 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,19 980 €
CITROEN,C4,BlueHDi 110ch S&S Feel,Diesel /,103 972 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,19 980 €
DACIA,Sandero,1.0 TCe 110ch Stepway Expression +,Essence /,11 097 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,19 980 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,14 990 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,19 980 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Intens -21,Hybride /,39 304 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,22 299 €
PEUGEOT,208,e-208 136ch Active Business,Electrique /,44 585 km,/ 2020 /,Automatique,1,0,1,1,1,0,1,22 299 €
RENAULT,Captur,1.0 TCe 90ch Techno,Essence /,6 022 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 299 €
RENAULT,Clio,1.5 Blue dCi 100ch Evolution,Diesel /,42 567 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,22 299 €
RENAULT,Zoe,Life charge normale R110 location de batterie,Electrique /,14 318 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,22 299 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Business -21,Hybride /,38 106 km,/ 2022 /,Automatique,1,1,1,1,0,1,1,22 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence /,1 658 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,22 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure Business 118g,Essence /,20 801 km,/ 2021 /,Manuelle,0,0,1,1,1,1,1,22 299 €
PEUGEOT,208,1.6 BlueHDi 100ch S&S Premium Pack Euro6c,Diesel /,86 012 km,/ 2019 /,Manuelle,0,0,1,1,0,0,0,22 299 €
RENAULT,Megane,1.3 TCe 140ch FAP Business EDC -21B,Essence /,46 307 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,22 299 €
CITROEN,C3,1.5 BlueHDi 100ch S&S Shine E6.d,Diesel /,66 327 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,22 299 €
DACIA,Sandero,1.0 SCe 75ch Urban Stepway - 20,Essence /,24 800 km,/ 2020 /,Manuelle,1,0,0,1,0,0,0,22 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,19 179 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,22 299 €
RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl /,12 792 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,22 299 €
CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence /,10 509 km,/ 2022 /,Manuelle,0,0,1,1,1,0,0,22 299 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,20 187 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 299 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure Pack EAT8 125g,Diesel /,22 915 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,22 299 €
RENAULT,Clio,1.3 TCe 130ch FAP Initiale Paris EDC,Essence /,39 731 km,/ 2020 /,Automatique,0,1,1,1,1,0,1,22 299 €
RENAULT,Captur,1.6 E-Tech Plug-in 160ch Initiale Paris,Hybride R /,47 185 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,22 299 €
RENAULT,Zoe,Edition One charge normale R90,Electrique /,40 157 km,/ 2018 /,Automatique,1,0,1,1,1,1,0,22 299 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,8 039 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure Pack,Essence /,17 589 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 299 €
RENAULT,Clio,1.0 TCe 90ch Business -21,Essence /,29 119 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,22 299 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno Fast Track,Essence M /,6 939 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 299 €
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c GT Line S&S EAT8,Diesel /,60 000 km,/ 2019 /,Automatique,0,1,1,1,1,0,1,22 299 €
RENAULT,Captur,1.0 TCe 90ch Business -21,Essence /,19 485 km,/ 2022 /,Manuelle,1,1,1,1,0,1,1,22 299 €
PEUGEOT,208,e-208 136ch Style,Electrique /,12 247 km,/ 2022 /,Automatique,0,1,1,1,1,0,1,22 299 €
RENAULT,Clio,1.6 E-Tech 140ch Première Edition,Hybride /,29 414 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,22 299 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,65 302 km,/ 2020 /,Manuelle,1,0,1,1,0,0,0,22 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Business EAT8,Essence /,59 581 km,/ 2021 /,Automatique,1,0,1,1,0,0,1,22 299 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,5 897 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,15 499 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,39 500 km,/ 2022 /,Manuelle,0,0,1,1,1,0,1,15 499 €
RENAULT,Captur,1.5 dCi 90ch energy Business Euro6c,Diesel /,63 199 km,/ 2019 /,Manuelle,1,0,1,1,0,0,1,15 499 €
