mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
RENAULT,Twingo,1.0 SCe 65ch-21 Limited,Essence /,30 943 km,2022 /,Manuelle,1,0,0,1,1,0,0,60 999 €
PEUGEOT,2008,e-2008 136ch Style,Electrique /,38 264 km,2021 /,Automatique,1,1,1,1,1,0,1,60 999 €
VOLKSWAGEN,Golf,1.5 eTSI OPF 150ch Style 1st DSG7,Essence M /,30 510 km,2022 /,Automatique,1,1,1,1,1,0,1,60 999 €
VOLKSWAGEN,Golf,1.5 eTSI OPF 150ch R-Line DSG7,Essence M /,47 652 km,2021 /,Automatique,0,1,1,1,1,0,1,60 999 €
PEUGEOT,508,2.0 BlueHDi 150ch FAP GT Line,Diesel /,69 254 km,2016 /,Manuelle,1,1,1,0,1,1,1,60 999 €
CITROEN,C5 Aircross,Hybrid 225ch Shine e-EAT8,Hybride R /,51 150 km,2021 /,Automatique,0,1,1,1,1,0,1,60 999 €
RENAULT,Clio,1.0 SCe 65ch Limited -21,Essence /,40 291 km,2021 /,Manuelle,1,1,1,1,0,0,1,60 999 €
MERCEDES,Classe B,180d 116ch AMG Line Edition 7G-DCT,Diesel /,54 296 km,2020 /,Automatique,1,1,1,1,1,1,0,60 999 €
OPEL,Grandland X,1.6 D 120ch Innovation BVA,Diesel /,78 000 km,2018 /,Automatique,1,0,1,1,1,0,1,60 999 €
PEUGEOT,5008,1.2 PureTech 130ch S&S Allure,Essence /,9 626 km,2023 /,Manuelle,0,1,1,1,1,1,1,60 999 €
RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl /,11 777 km,2023 /,Manuelle,1,1,1,1,0,0,1,60 999 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,32 247 km,2022 /,Manuelle,1,1,1,1,1,0,1,60 999 €
SKODA,Kamiq,1.0 TSI 116ch Style DSG7,Essence /,41 252 km,2020 /,Automatique,0,1,1,1,1,1,1,60 999 €
FIAT,500,e 118ch Icône (step1) 2021,Electrique /,11 285 km,2022 /,Automatique,0,0,1,1,1,0,1,60 999 €
PEUGEOT,508,HYBRID 225ch GT e-EAT8,Hybride R /,57 862 km,2021 /,Automatique,1,0,1,0,1,1,1,60 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence /,44 056 km,2022 /,Manuelle,0,0,1,1,1,0,0,60 999 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Allure,Essence /,52 847 km,2020 /,Manuelle,1,0,1,1,1,0,1,60 999 €
RENAULT,Megane,1.2 TCe 100ch energy Zen,Essence /,28 775 km,2016 /,Manuelle,1,0,1,1,1,0,1,60 999 €
CITROEN,C3,1.5 BlueHDi 100ch S&S Shine Pack E6.d,Diesel /,70 100 km,2021 /,Manuelle,0,0,1,1,1,1,1,60 999 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2,Diesel /,62 257 km,2018 /,Manuelle,1,0,1,1,1,1,1,60 999 €
RENAULT,Zoe,E-Tech Business charge normale R110 Achat Intégral - 21,Electrique /,26 958 km,2021 /,Automatique,1,1,1,1,1,0,0,60 999 €
BMW,X4,M40dA 326ch Euro6d-T,Diesel /,103 625 km,2018 /,Automatique,0,1,1,1,1,0,1,60 999 €
TOYOTA,Aygo X,1.0 VVT-i 72ch Air Design S-CVT,Essence /,21 908 km,2023 /,Automatique,1,0,1,1,0,1,0,60 999 €
DS,Ds 3,E-Tense 156ch Rivoli,Electrique /,10 500 km,2023 /,Automatique,1,0,1,1,1,0,1,60 999 €
MERCEDES,Classe E,220 d 194ch AMG Line 9G-Tronic,Diesel /,41 065 km,2020 /,Automatique,0,1,1,1,1,1,1,60 999 €
PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S&S BVM5 Asphalt,Diesel /,72 943 km,2020 /,Manuelle,0,0,1,1,0,1,1,60 999 €
CITROEN,Berlingo,M BlueHDi 100ch S&S Shine,Diesel /,53 233 km,2020 /,Manuelle,1,0,1,1,1,0,1,60 999 €
RENAULT,Twingo,Electric Zen R80 Achat Intégral,Electrique /,26 961 km,2020 /,Automatique,1,0,0,1,1,0,0,60 999 €
CITROEN,C5 Aircross,Hybrid 225ch Business e-EAT8,Hybride R /,109 937 km,2021 /,Automatique,0,0,1,1,1,1,1,23 999 €
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV Titanium eCVT,Hybride R /,39 186 km,2020 /,Automatique,1,0,1,1,1,1,1,23 999 €
TOYOTA,Yaris,116h Design 5p MY21,Hybride /,25 612 km,2021 /,Automatique,1,1,1,1,1,1,0,23 999 €
CITROEN,C5 Aircross,PureTech 130ch S&S Feel EAT8 E6.d,Essence /,46 277 km,2021 /,Automatique,1,0,1,1,1,0,1,23 999 €
PEUGEOT,308,1.2 PureTech 130ch E6.c S&S Allure 108g,Essence /,56 252 km,2019 /,Manuelle,1,0,1,1,1,0,1,23 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,15 452 km,2021 /,Manuelle,0,0,1,1,1,0,1,23 999 €
RENAULT,Kadjar,1.5 Blue dCi 115ch Intens,Diesel /,86 491 km,2019 /,Manuelle,0,1,1,1,1,1,1,23 999 €
DS,Ds 3 Crossback,BlueHDi 100ch Business,Diesel /,101 000 km,2019 /,Manuelle,1,0,1,1,1,0,1,23 999 €
RENAULT,Master,F3500 L2H3 2.3 dCi 135ch Grand Confort E6,Diesel /,62 450 km,2021 /,Manuelle,0,0,1,1,0,0,0,23 999 €
MINI,Cabrio,Cooper 136ch BVA,Essence /,46 791 km,2017 /,Automatique,1,0,0,1,0,0,1,23 999 €
FORD,Puma,1.0 EcoBoost 125ch mHEV Titanium 6cv,Essence M /,34 059 km,2021 /,Manuelle,1,0,1,1,0,0,1,23 999 €
FORD,Focus Active,1.5 EcoBlue 120ch BVA,Diesel /,68 752 km,2020 /,Automatique,0,0,1,1,1,1,1,23 999 €
RENAULT,Captur,1.5 Blue dCi 95ch Intens,Diesel /,53 585 km,2020 /,Manuelle,1,1,1,1,1,0,1,23 999 €
RENAULT,Clio,1.5 Blue dCi 115ch Business,Diesel /,98 975 km,2020 /,Manuelle,1,1,1,1,0,0,1,23 999 €
RENAULT,Captur,1.0 TCe 90ch Business -21,Essence /,33 584 km,2021 /,Manuelle,1,1,1,1,0,1,1,23 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Active,Essence /,73 064 km,2020 /,Manuelle,1,1,1,1,0,0,1,23 999 €
FIAT,Panda,1.0 70ch BSG S&S City Cross Plus,Essence M /,20 341 km,2021 /,Manuelle,1,0,0,1,1,0,0,23 999 €
RENAULT,Captur,1.6 E-Tech hybride rechargeable 160ch RS Line -21,Hybride R /,34 333 km,2022 /,Automatique,0,0,1,1,1,1,1,23 999 €
CITROEN,C4 Cactus,PureTech 110ch S&S Shine E6.d 6cv,Essence /,74 518 km,2020 /,Manuelle,1,0,1,1,1,1,1,23 999 €
RENAULT,Talisman,2.0 Blue dCi 160ch Business EDC E6D-Full,Diesel /,31 776 km,2021 /,Automatique,0,1,1,1,1,1,1,23 999 €
TOYOTA,C-Hr,122h Dynamic Business 2WD E-CVT + Stage Hybrid Academy MY20,Hybride /,50 285 km,2021 /,Automatique,1,0,1,1,1,1,1,23 999 €
BMW,X3,xDrive30e 292ch M Sport,Hybride R /,52 000 km,2022 /,Automatique,0,0,1,1,1,1,1,23 999 €
PEUGEOT,508,PureTech 130ch S&S Allure EAT8,Essence /,16 816 km,2021 /,Automatique,1,0,1,0,1,0,0,23 999 €
RENAULT,Arkana,1.3 TCe 140ch FAP Intens EDC -21B,Essence M /,15 846 km,2022 /,Automatique,0,1,1,1,1,1,1,23 999 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine 120-123g,Essence /,6 500 km,2023 /,Manuelle,0,0,1,1,1,0,1,23 999 €
RENAULT,Clio,1.0 SCe 65ch Zen -21,Essence /,28 676 km,2021 /,Manuelle,1,1,1,1,0,0,0,23 999 €
FORD,Focus,1.0 EcoBoost mHEV 155ch ST-Line X Powershift,Essence M /,8 000 km,2023 /,Automatique,0,1,1,1,1,1,1,23 999 €
TOYOTA,Aygo,1.0 VVT-i 69ch x-play 3p,Essence /,50 909 km,2018 /,Manuelle,1,0,0,1,0,0,0,23 999 €
RENAULT,Captur,1.3 TCe 155ch FAP Intens EDC,Essence /,49 235 km,2020 /,Automatique,1,1,1,1,1,0,1,23 999 €
RENAULT,Zoe,Intens R110 MY19,Electrique /,14 344 km,2020 /,Automatique,1,0,1,1,1,0,0,23 999 €
FIAT,Doblo Cargo,1.3 Multijet 95ch Pro Lounge,Diesel /,67 430 km,2021 /,Manuelle,0,0,1,1,0,0,1,12 499 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,14 000 km,2023 /,Automatique,0,0,1,1,1,1,1,12 499 €
BMW,Serie 5,530eA 292ch Luxury Steptronic,Hybride R /,15 118 km,2021 /,Automatique,0,0,1,1,1,1,1,12 499 €
DACIA,Duster,1.5 Blue dCi 115ch Evasion 4x2 E6U,Diesel /,33 521 km,2021 /,Manuelle,1,0,1,1,0,0,1,12 499 €
DS,Ds 4,PureTech 130ch Sport Chic S&S,Essence /,103 633 km,2016 /,Manuelle,0,0,1,1,1,1,1,12 499 €
MERCEDES,Classe B,180 136ch Progressive Line Edition 7G-DCT 7cv,Essence /,12 628 km,2022 /,Automatique,0,0,1,1,1,1,1,12 499 €
PEUGEOT,108,VTi 72 Style 5p,Essence /,18 708 km,2020 /,Manuelle,1,0,0,1,0,0,0,12 499 €
BMW,X5,xDrive30d 265ch M Sport,Diesel /,48 522 km,2019 /,Automatique,0,0,1,1,1,1,1,12 499 €
PEUGEOT,208,e-208 136ch GT Line,Electrique /,67 167 km,2020 /,Automatique,0,0,1,1,1,1,1,12 499 €
PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence /,35 370 km,2021 /,Manuelle,1,1,1,0,1,0,1,12 499 €
NISSAN,Leaf,109ch Acenta,Electrique /,51 000 km,2016 /,Automatique,1,0,1,1,1,0,0,12 499 €
DS,Ds 3 Crossback,PureTech 155ch Performance Line + Automatique,Essence /,5 976 km,2022 /,Automatique,1,0,1,1,1,0,1,12 499 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active Pack,Essence /,13 131 km,2022 /,Manuelle,1,0,1,1,0,0,1,12 499 €
RENAULT,Captur,1.6 E-Tech Plug-in 160ch Intens,Hybride R /,38 391 km,2020 /,Automatique,1,1,1,1,1,0,1,12 499 €
RENAULT,Kadjar,1.3 TCe 140ch FAP Business - 21,Essence /,48 309 km,2021 /,Manuelle,1,0,1,1,1,1,1,12 499 €
SKODA,Karoq,1.5 TSI ACT 150ch Ambition DSG7,Essence /,5 000 km,2023 /,Automatique,1,0,1,1,1,0,1,12 499 €
MITSUBISHI,Space Star,1.2 MIVEC 71ch Inform 2024,Essence /,50 km,2023 /,Manuelle,1,0,0,1,0,0,0,12 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Active Pack EAT8,Essence /,6 108 km,2023 /,Automatique,1,1,1,1,0,0,1,12 499 €
PEUGEOT,5008,1.6 BlueHDi 120ch Allure S&S 7pl,Diesel /,89 440 km,2016 /,Manuelle,0,0,1,1,1,0,1,12 499 €
PEUGEOT,3008,1.2 PureTech 130ch Active S&S EAT6,Essence /,68 657 km,2019 /,Automatique,1,0,1,1,1,0,1,12 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence /,4 500 km,2023 /,Automatique,1,1,1,1,1,0,1,12 499 €
RENAULT,Clio,1.6 E-Tech 140ch Intens,Hybride /,22 640 km,2020 /,Automatique,1,1,1,1,1,0,1,12 499 €
RENAULT,Kadjar,1.2 TCe 130ch energy Armor Lux EDC,Essence /,78 889 km,2018 /,Automatique,0,0,1,1,1,1,1,12 499 €
CITROEN,C3,PureTech 82ch Graphic S&S E6.d,Essence /,66 443 km,2019 /,Manuelle,1,0,1,0,1,0,0,12 499 €
LAND-ROVER,Range Rover Sport,2.0 P400e 404ch HSE Dynamic Mark IX,Hybride R /,54 867 km,2021 /,Automatique,0,0,1,1,1,1,1,12 499 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Feel,Diesel /,61 038 km,2020 /,Manuelle,1,0,1,1,1,0,1,12 499 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Iconic auto,Essence M /,9 000 km,2023 /,Automatique,0,0,1,1,1,1,1,12 499 €
RENAULT,Kangoo Van,1.3 TCe 130ch Extra Sésame Ouvre Toi,Essence /,35 503 km,2022 /,Manuelle,0,0,1,1,0,1,0,12 499 €
RENAULT,Austral,1.2 E-Tech full hybrid 200ch Iconic esprit Alpine,Hybride /,8 500 km,2023 /,Automatique,0,1,1,1,1,1,1,12 499 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch TEKNA Pack Design + Pack Hiver + Roue de secours,Essence M /,34 252 km,2022 /,Manuelle,0,0,1,1,1,1,1,12 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8,Essence /,37 691 km,2021 /,Automatique,1,1,1,1,1,0,0,21 499 €
SKODA,Kodiaq,2.0 TDI 150 SCR Style 4x4 DSG Euro6d-T 5 places,Diesel /,63 524 km,2018 /,Automatique,0,1,1,1,1,1,1,21 499 €
VOLKSWAGEN,Tiguan,2.0 TDI 140ch BlueMotion Technology FAP Carat,Diesel /,103 875 km,2014 /,Manuelle,0,0,1,1,1,0,1,21 499 €
MINI,Mini,Cooper S 192ch Edition Greenwich BVA7 119g,Essence /,40 010 km,2020 /,Automatique,0,0,1,1,1,1,1,21 499 €
PEUGEOT,3008,HYBRID 225ch Allure Pack e-EAT8,Hybride /,35 649 km,2022 /,Automatique,0,1,1,1,1,1,1,21 499 €
PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S&S BVM5 Asphalt,Diesel /,43 180 km,2020 /,Manuelle,0,0,1,1,0,1,1,21 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,60 301 km,2020 /,Manuelle,1,1,1,1,1,0,0,21 499 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch RS Line,Essence M /,11 500 km,2023 /,Manuelle,0,0,1,1,1,1,1,21 499 €
CITROEN,C4 Cactus,PureTech 110 Shine S&S EAT6,Essence /,44 537 km,2017 /,Automatique,1,0,1,1,0,1,1,21 499 €
TOYOTA,Aygo,1.0 VVT-i 69ch x 3p,Essence /,32 727 km,2018 /,Manuelle,1,0,0,0,0,0,0,21 499 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine Pack 121-122g,Essence /,17 131 km,2022 /,Manuelle,0,0,1,1,1,1,1,21 499 €
CITROEN,C4,Moteur électrique 136ch (100 kW) C-Series Automatique,Electrique /,8 295 km,2022 /,Automatique,0,0,1,1,1,1,1,21 499 €
MINI,Mini,Cooper 136ch Pack Chili,Essence /,94 578 km,2014 /,Manuelle,1,0,1,1,1,0,0,21 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure 124g,Essence /,40 979 km,2020 /,Manuelle,1,1,1,1,1,0,0,21 499 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Feel,Diesel /,72 441 km,2019 /,Manuelle,1,0,1,1,1,0,1,21 499 €
RENAULT,Captur,1.3 TCe 130ch FAP Initiale Paris,Essence /,27 792 km,2019 /,Manuelle,0,1,1,1,1,1,1,21 499 €
JAGUAR,F-Pace,P400e Plug-in-Hybrid R-Dynamic SE BVA8 AWD,Hybride R /,10 000 km,2023 /,Automatique,0,0,1,1,1,1,1,21 499 €
RENAULT,Clio,1.0 SCe 65ch Evolution,Essence /,12 272 km,2023 /,Manuelle,1,1,1,1,0,0,1,21 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,11 624 km,2022 /,Manuelle,1,0,1,1,0,0,1,21 499 €
CITROEN,C3 Aircross,PureTech 110ch S&S Shine Pack,Essence /,12 000 km,2023 /,Manuelle,0,1,1,1,1,1,1,21 499 €
KIA,Sportage,1.6 CRDi 136ch ISG Active Business 4x2,Diesel /,50 240 km,2019 /,Manuelle,1,0,1,1,1,1,1,21 499 €
NISSAN,Juke,1.0 DIG-T 114ch Kiiro DCT,Essence /,27 143 km,2022 /,Automatique,0,1,1,1,1,1,1,21 499 €
RENAULT,Zoe,Intens charge normale R110,Electrique /,47 060 km,2020 /,Automatique,1,1,1,1,1,1,0,21 499 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,14 900 km,2023 /,Automatique,0,1,1,1,1,1,1,21 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT Line EAT8,Essence /,45 964 km,2020 /,Automatique,1,1,1,1,1,0,0,21 499 €
PEUGEOT,208,1.2 PureTech 130ch S&S GT EAT8,Essence /,9 500 km,2023 /,Automatique,0,0,1,1,1,1,1,21 499 €
RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl /,17 330 km,2023 /,Manuelle,1,1,1,1,0,0,1,21 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Active Pack EAT8,Essence /,3 000 km,2022 /,Automatique,1,1,1,1,0,0,1,21 499 €
AUDI,A5 Sportback,2.0 TDI 190ch Design S tronic 7,Diesel /,111 596 km,2017 /,Automatique,1,0,1,1,1,0,1,21 499 €
AUDI,A6 Avant,55 TFSI e 367ch Compétition quattro S tronic 7 16cv,Hybride R /,73 500 km,2021 /,Automatique,0,1,1,1,1,1,1,21 499 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Roadtrip,Diesel /,42 677 km,2022 /,Manuelle,0,1,1,1,1,1,1,29 999 €
DACIA,Spring,Expression,Electrique /,19 318 km,2022 /,Automatique,1,0,0,1,0,1,1,29 999 €
CITROEN,C3,1.5 BlueHDi 100ch S&S Feel E6.d,Diesel /,60 650 km,2021 /,Manuelle,0,0,1,1,0,0,0,29 999 €
DACIA,Duster,1.5 Blue dCi 115ch Essentiel 4x2,Diesel /,46 854 km,2019 /,Manuelle,1,0,0,1,0,0,0,29 999 €
CITROEN,C5 Aircross,PureTech 130ch S&S Feel EAT8 E6.d,Essence /,59 788 km,2020 /,Automatique,1,0,1,1,1,0,1,29 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,44 946 km,2021 /,Automatique,1,1,1,1,1,0,1,29 999 €
DACIA,Sandero,1.0 SCe 65ch Essential,Essence /,1 205 km,2023 /,Manuelle,1,1,1,1,0,0,0,29 999 €
BMW,Serie 4 Coupe,420dA xDrive 190ch Luxury Euro6d-T,Diesel /,29 111 km,2019 /,Automatique,0,0,1,1,1,1,1,29 999 €
DS,Ds 4,E-TENSE 225ch Opéra,Hybride /,9 700 km,2023 /,Automatique,0,0,1,1,1,1,1,29 999 €
OPEL,Astra,1.6 D 136ch Innovation Automatique Euro6d-T,Diesel /,92 570 km,2018 /,Automatique,1,0,1,1,1,0,1,29 999 €
NISSAN,Micra,1.0 IG-T 92ch Enigma Xtronic 2021.5,Essence /,17 500 km,2022 /,Automatique,1,0,1,1,0,0,0,29 999 €
NISSAN,Qashqai,1.3 DIG-T 140ch N-Connecta Euro6d-T,Essence /,44 907 km,2020 /,Manuelle,1,0,1,1,1,1,1,29 999 €
RENAULT,Zoe,E-Tech Life charge normale R110 Achat Intégral - 21,Electrique /,33 431 km,2021 /,Automatique,1,1,1,0,0,0,0,29 999 €
DACIA,Spring,Confort Plus - Achat Intégral,Electrique /,21 963 km,2021 /,Automatique,1,0,0,1,0,1,1,29 999 €
CITROEN,C3,1.5 BlueHDi 100ch S&S Shine Business E6.d,Diesel /,57 900 km,2020 /,Manuelle,0,0,1,1,1,0,1,29 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,12 034 km,2021 /,Manuelle,0,0,1,1,1,0,1,29 999 €
PEUGEOT,3008,1.2 PureTech 130ch Allure S&S EAT6,Essence /,79 762 km,2017 /,Automatique,1,0,1,1,1,0,1,29 999 €
DACIA,Sandero,1.0 TCe 110ch Stepway Expression,Essence /,4 752 km,2023 /,Manuelle,1,1,1,1,1,0,1,29 999 €
PEUGEOT,308,1.2 PureTech 130ch E6.3 S&S Allure,Essence /,47 158 km,2020 /,Manuelle,1,0,1,1,1,0,1,29 999 €
MINI,Mini,Cooper D 110ch,Diesel /,163 116 km,2008 /,Manuelle,1,0,0,0,0,0,0,29 999 €
PEUGEOT,108,VTi 72 Active 5p,Essence /,32 202 km,2019 /,Manuelle,1,0,0,1,0,0,0,29 999 €
RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl /,9 342 km,2023 /,Manuelle,1,1,1,1,0,0,1,29 999 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,76 500 km,2018 /,Manuelle,1,1,1,0,1,0,1,29 999 €
FORD,Puma,1.0 EcoBoost 125ch mHEV Titanium 6cv,Essence M /,25 665 km,2021 /,Manuelle,1,0,1,1,0,0,1,29 999 €
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,2 000 km,2024 /,Automatique,1,1,1,0,1,1,1,29 999 €
RENAULT,Arkana,1.6 E-Tech 145ch full hybrid esprit Alpine -23,Hybride /,9 990 km,2023 /,Automatique,0,0,1,1,1,1,1,29 999 €
RENAULT,Megane,1.3 TCe 140ch Techno EDC -23,Essence /,11 265 km,2023 /,Automatique,0,0,1,1,1,1,1,29 999 €
PORSCHE,Taycan,680ch Turbo MY20,Electrique /,56 380 km,2021 /,Automatique,0,1,1,1,1,0,1,29 999 €
MERCEDES,Amg Gt,63 585ch 4Matic+,Essence /,100 km,2024 /,Automatique,0,0,1,1,1,0,1,29 999 €
PEUGEOT,208,1.2 PureTech 68ch E6.c Like 5p,Essence /,43 566 km,2019 /,Manuelle,1,0,1,0,0,0,0,29 999 €
AUDI,A3 Sportback,35 TDI 150ch Design S tronic 7,Diesel /,45 139 km,2021 /,Automatique,1,1,1,1,1,1,0,29 799 €
AUDI,Q3,1.4 TFSI 150ch COD Ambiente S tronic 6,Essence /,79 444 km,2016 /,Automatique,1,0,1,1,1,0,1,29 799 €
LAND-ROVER,Defender,90 3.0 P400 X-Dynamic 75th Limited Edition,Essence M /,20 000 km,2023 /,Automatique,0,0,1,1,1,0,1,29 799 €
RENAULT,Zoe,Life charge normale R110 Carplay 29400Kms Gtie 1an,Electrique /,29 400 km,2020 /,Automatique,1,1,1,1,0,0,0,29 799 €
MERCEDES,Classe A,250 e 160+102ch AMG Line 8G-DCT 8cv,Hybride R /,62 237 km,2020 /,Automatique,0,0,1,1,1,1,1,29 799 €
PEUGEOT,2008,e-2008 136ch Roadtrip,Electrique /,8 500 km,2022 /,Automatique,0,1,1,1,1,1,1,29 799 €
CITROEN,C3,PureTech 110ch Shine S&S EAT6 E6.d-TEMP,Essence /,37 887 km,2018 /,Automatique,1,0,1,0,1,0,1,29 799 €
CITROEN,C3 Aircross,PureTech 110ch S&S Shine EAT6,Essence /,53 304 km,2018 /,Automatique,1,0,1,1,1,0,1,29 799 €
PEUGEOT,208,1.2 PureTech 110ch Féline S&S EAT6 5cv 5p,Essence /,63 297 km,2017 /,Automatique,1,0,1,0,1,1,1,29 799 €
RENAULT,Scenic,1.7 Blue dCi 120ch Business,Diesel /,54 276 km,2019 /,Manuelle,1,0,1,1,1,0,1,29 799 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,1 900 km,2023 /,Automatique,1,1,1,1,1,1,1,29 799 €
PEUGEOT,208,1.2 PureTech 82ch E6.c Signature 5p,Essence /,62 360 km,2019 /,Manuelle,1,0,1,0,0,0,1,29 799 €
AUDI,A3 Sportback,40 TFSI e 204ch S line S tronic 6,Hybride R /,1 721 km,2024 /,Automatique,0,1,1,1,1,1,0,29 799 €
CITROEN,C3,1.2 PureTech 110ch S&S C-Series 120-121g,Essence /,8 200 km,2023 /,Manuelle,0,0,1,1,1,0,0,29 799 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,7 130 km,2023 /,Manuelle,1,1,1,1,1,0,1,29 799 €
RENAULT,Kadjar,1.5 dCi 110ch energy Zen eco²,Diesel /,93 388 km,2016 /,Manuelle,1,0,1,1,1,0,1,29 799 €
DACIA,Duster,1.5 Blue dCi 115ch 15 ans 4x4 - 20,Diesel /,77 852 km,2021 /,Manuelle,1,0,1,1,1,0,1,29 799 €
PEUGEOT,308,1.2 PureTech 130ch E6.3 S&S Allure EAT8,Essence /,63 169 km,2020 /,Automatique,1,0,1,1,1,0,1,29 799 €
PEUGEOT,208,1.2 PureTech 130ch S&S GT Line EAT8 7cv,Essence /,36 671 km,2020 /,Automatique,0,0,1,1,1,1,1,29 799 €
PEUGEOT,208,1.2 PureTech 82ch E6.c Signature 5p,Essence /,44 205 km,2019 /,Manuelle,1,0,1,0,0,0,1,29 799 €
CITROEN,Berlingo Van,XL 950kg BlueHDi 100 S&S Club,Diesel /,55 900 km,2021 /,Manuelle,0,0,1,1,0,0,1,29 799 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Active Pack,Essence /,57 499 km,2022 /,Manuelle,0,1,1,1,1,1,1,29 799 €
RENAULT,Clio,1.2 16v 75ch Trend 5p,Essence /,81 716 km,2018 /,Manuelle,1,0,1,1,0,0,0,29 799 €
RENAULT,Megane,1.5 Blue dCi 115ch Limited,Diesel /,61 554 km,2019 /,Manuelle,1,0,1,1,1,0,1,29 799 €
TOYOTA,Bz4x,218ch 11kW Origin AWD,Electrique /,6 000 km,2023 /,Automatique,0,0,1,1,1,1,1,29 799 €
BMW,Serie 1,118dA 150ch M Sport 8cv,Diesel /,33 566 km,2021 /,Automatique,0,1,1,1,1,1,0,29 799 €
CITROEN,C5 X,Hybrid 225ch Shine Pack ëEAT8,Hybride /,3 200 km,2022 /,Automatique,0,0,1,1,1,1,1,29 799 €
FIAT,500l,1.4 95ch Ligue 1 Conforama,Essence /,43 417 km,2019 /,Manuelle,1,0,1,1,1,0,1,29 799 €
RENAULT,Clio,1.3 TCe 140ch RS Line,Essence /,4 613 km,2023 /,Manuelle,0,1,1,1,1,1,1,29 799 €
RENAULT,Zoe,Life charge normale R110 Achat Intégral,Electrique /,35 137 km,2020 /,Automatique,1,1,1,1,0,0,0,29 799 €
TOYOTA,C-Hr,1.2 Turbo 116ch Distinctive 2WD,Essence /,65 409 km,2018 /,Manuelle,0,0,1,1,1,1,0,17 999 €
CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g BVM,Essence /,18 532 km,2023 /,Manuelle,0,0,1,1,1,0,0,17 999 €
LAND-ROVER,Range Rover Evoque,1.5 P300e 309ch R-Dynamic HSE AWD BVA 11cv,Hybride R /,26 973 km,2020 /,Automatique,0,0,1,1,1,1,1,17 999 €
CITROEN,C3 Aircross,PureTech 110ch S&S Shine EAT6,Essence /,64 609 km,2017 /,Automatique,1,0,1,1,1,0,1,17 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,19 881 km,2021 /,Manuelle,1,1,1,1,1,0,1,17 999 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Allure,Essence /,48 774 km,2020 /,Manuelle,1,0,1,1,1,0,1,17 999 €
DACIA,Sandero,1.5 Blue dCi 95ch Stepway - 20,Diesel /,77 681 km,2020 /,Manuelle,1,0,1,1,0,0,1,17 999 €
DACIA,Sandero,0.9 TCe 90ch Stepway -18,Essence /,47 201 km,2018 /,Manuelle,1,0,1,1,0,0,0,17 999 €
RENAULT,Zoe,Zen charge normale R135 Achat Intégral,Electrique /,28 708 km,2020 /,Automatique,1,1,1,1,1,0,0,17 999 €
