mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
CITROEN,Grand C4 Spacetourer,PureTech 130ch S&S Shine E6.d-TEMP,Essence /,36 960 km,2019 /,Manuelle,1,0,1,1,1,1,1,23 876 €
RENAULT,Clio,1.3 TCe 140ch RS Line,Essence /,3 159 km,2023 /,Manuelle,0,1,1,1,1,1,1,23 876 €
PEUGEOT,3008,1.2 PureTech 130ch Allure S&S EAT6,Essence /,84 494 km,2018 /,Automatique,1,0,1,1,1,0,1,23 876 €
NISSAN,Micra,1.0 IG-T 92ch Acenta 2021.5,Essence /,11 390 km,2023 /,Manuelle,1,0,1,1,0,0,0,23 876 €
PEUGEOT,2008,e-2008 136ch Allure Pack,Electrique /,2 000 km,2023 /,Automatique,1,1,1,1,1,0,1,23 876 €
CITROEN,Berlingo,M BlueHDi 100ch S&S Feel,Diesel /,13 580 km,2023 /,Manuelle,1,0,1,1,0,0,1,23 876 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta 2022,Essence M /,38 778 km,2022 /,Manuelle,0,1,1,1,1,1,1,23 876 €
DS,Ds 7 Crossback,E-TENSE 4x4 300ch Executive,Hybride R /,15 000 km,2020 /,Automatique,1,0,0,0,1,1,0,23 876 €
CITROEN,C3 Aircross,PureTech 110ch S&S Rip Curl E6.d-TEMP,Essence /,78 243 km,2018 /,Manuelle,0,0,1,1,1,0,1,23 876 €
RENAULT,Master,R3500 L2 2.3 Blue dCi 130ch Confort EuroVI,Diesel /,18 028 km,2023 /,Manuelle,0,0,1,1,0,0,0,23 876 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine Business 123g,Essence /,16 600 km,2021 /,Manuelle,0,0,1,1,1,0,1,23 876 €
FORD,Puma,1.0 Flexifuel 125ch S&S mHEV ST-Line X,Essence B /,9 999 km,2023 /,Manuelle,1,0,1,1,1,0,1,28 699 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,4 263 km,2023 /,Manuelle,1,1,1,1,0,0,1,28 699 €
KIA,E-Niro,Design 136ch,Electrique /,27 158 km,2021 /,Automatique,0,1,1,1,1,1,1,28 699 €
LAND-ROVER,Range Rover Evoque,2.0 P200 200ch Flex Fuel Dynamic HSE,Essence B /,10 000 km,2024 /,Automatique,0,0,1,1,1,1,0,28 699 €
RENAULT,Clio,0.9 TCe 90ch Génération 5p Euro6c,Essence /,89 903 km,2019 /,Manuelle,1,0,1,0,0,0,0,28 699 €
RENAULT,Clio,1.5 Blue dCi 100ch Evolution,Diesel /,48 446 km,2023 /,Manuelle,1,1,1,1,0,0,1,28 699 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,16 400 km,2022 /,Manuelle,0,0,1,1,1,0,1,28 699 €
MERCEDES,Classe A Berline,180 d 116ch AMG Line 7G-DCT,Diesel /,95 875 km,2019 /,Automatique,0,0,1,1,1,1,1,28 699 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,17 001 km,2023 /,Manuelle,0,1,1,1,1,1,1,28 699 €
SEAT,Leon,1.5 eTSI 150ch FR DSG7,Essence M /,28 388 km,2020 /,Automatique,0,1,1,1,1,1,1,28 699 €
RENAULT,Captur,1.3 TCe 150ch FAP Intens EDC,Essence /,28 907 km,2019 /,Automatique,1,1,1,1,1,0,1,28 699 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Iconic auto,Essence M /,13 990 km,2023 /,Automatique,0,0,1,1,1,1,1,28 699 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence /,6 000 km,2023 /,Manuelle,1,1,1,1,1,0,1,28 699 €
PEUGEOT,Rifter,Moteur électrique 136ch (100 kW) et batterie 50 kWh Standard GT,Electrique /,12 687 km,2021 /,Automatique,1,0,1,1,1,1,1,28 699 €
PEUGEOT,2008,e-2008 156ch GT,Electrique /,1 000 km,2023 /,Automatique,0,1,1,1,1,1,1,28 699 €
RENAULT,Zoe,Intens charge rapide,Electrique /,65 106 km,2015 /,Automatique,1,0,1,1,1,1,0,28 699 €
RENAULT,Twingo,Electric Zen R80 Achat Intégral,Electrique /,27 828 km,2020 /,Automatique,1,0,0,1,1,0,0,28 699 €
DACIA,Sandero,1.0 TCe 110ch Stepway Extreme,Essence /,9 990 km,2024 /,Manuelle,0,1,1,1,1,1,1,28 699 €
VOLKSWAGEN,Tiguan,1.5 TSI EVO 150ch Confortline DSG7 Euro6d-T,Essence /,62 521 km,2019 /,Automatique,1,0,1,1,1,1,1,28 699 €
CITROEN,C3,1.5 BlueHDi 100ch S&S C-Series E6.d,Diesel /,10 069 km,2023 /,Manuelle,0,0,1,1,1,0,0,28 699 €
MINI,Countryman,One 102ch Longstone BVA7 5cv,Essence /,89 559 km,2020 /,Automatique,0,0,1,1,1,1,1,28 699 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Business EAT8,Essence /,37 501 km,2021 /,Automatique,1,0,1,1,0,0,1,28 699 €
MERCEDES,Gle,450 367ch+22ch EQ Boost AMG Line 4Matic 9G-Tronic,Essence M /,57 738 km,2020 /,Automatique,0,1,1,1,1,1,1,28 699 €
BMW,Serie 1,116i 109ch M Sport DKG7,Essence /,13 800 km,2021 /,Automatique,0,1,1,1,1,1,0,28 699 €
HONDA,Zr-V,2.0 i-MMD 184ch e:HEV Sport,Hybride /,1 484 km,2024 /,Automatique,0,1,1,1,1,1,1,28 699 €
KIA,E-Niro,Active 204ch,Electrique /,24 272 km,2021 /,Automatique,1,0,1,1,1,1,1,28 699 €
TOYOTA,Yaris,116h Design 5p MY22,Hybride /,24 248 km,2022 /,Automatique,1,1,1,1,1,1,0,28 699 €
MINI,Mini,One 102ch Edition Greenwich,Essence /,57 567 km,2021 /,Manuelle,0,1,1,1,1,0,1,28 699 €
PEUGEOT,5008,1.2 PureTech 130ch S&S Allure EAT8,Essence /,63 861 km,2020 /,Automatique,1,0,1,1,1,0,1,28 699 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2 E6U,Diesel /,50 493 km,2021 /,Manuelle,1,0,1,1,1,1,1,28 699 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,13 625 km,2022 /,Manuelle,1,0,1,1,0,0,1,15 499 €
RENAULT,Kangoo Express,Electric 33 Confort,Electrique /,57 250 km,2020 /,Automatique,0,0,0,1,0,0,0,15 499 €
RENAULT,Trafic,L1H1 2T8 2.0 Blue dCi 150ch Confort,Diesel /,10 km,2023 /,Manuelle,0,1,1,1,0,0,0,15 499 €
DS,Ds 3 Crossback,PureTech 130ch Rivoli Automatique,Essence /,12 709 km,2022 /,Automatique,1,0,1,1,1,1,1,15 499 €
KIA,Sportage,1.6 CRDi 136ch MHEV Active 4x2 DCT7,Diesel M /,80 413 km,2020 /,Automatique,1,0,1,1,1,1,1,15 499 €
CITROEN,C4,PureTech 130ch S&S Feel Pack EAT8,Essence /,15 350 km,2023 /,Automatique,1,1,1,1,1,1,1,15 499 €
PEUGEOT,308,PHEV 225ch GT Pack e-EAT8,Hybride R /,44 497 km,2022 /,Automatique,1,1,1,0,1,1,1,15 499 €
NISSAN,Leaf,150ch 40kWh Acenta 19,Electrique /,19 241 km,2020 /,Automatique,1,0,1,1,1,1,0,15 499 €
MASERATI,Ghibli,3.0 V6 275ch Diesel,Diesel /,31 000 km,2019 /,Automatique,1,0,1,1,1,0,0,15 499 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,94 548 km,2017 /,Manuelle,1,1,1,0,1,0,1,15 499 €
DACIA,Jogger,1.0 ECO-G 100ch Essential 5 places,Gpl /,5 362 km,2023 /,Manuelle,1,1,0,1,0,0,0,15 499 €
PORSCHE,Panamera Sport Turismo,3.0 V6 560ch 4S E-Hybrid,Hybride R /,28 140 km,2020 /,Automatique,0,1,1,0,1,0,1,15 499 €
NISSAN,Qashqai,1.3 DIG-T 140ch Tekna Euro6d-T,Essence /,55 000 km,2018 /,Manuelle,0,0,1,1,1,1,1,15 499 €
TOYOTA,Yaris,116h GR Sport 5p MY22,Hybride /,2 612 km,2023 /,Automatique,0,1,1,1,1,1,0,15 499 €
OPEL,Crossland X,1.2 Turbo 110ch Ultimate BVA,Essence /,44 029 km,2017 /,Automatique,0,0,1,1,1,1,1,15 499 €
CITROEN,Grand C4 Spacetourer,BlueHDi 130ch S&S Feel E6.d,Diesel /,37 131 km,2021 /,Manuelle,1,0,1,1,1,0,1,15 499 €
SEAT,Ateca,1.4 EcoTSI 150ch ACT Start&Stop Xcellence,Essence /,51 733 km,2018 /,Manuelle,0,0,1,1,1,1,1,15 499 €
TOYOTA,Yaris,116h Design 5p MY21,Hybride /,39 539 km,2021 /,Automatique,1,1,1,1,1,1,0,15 499 €
DACIA,Duster,1.0 ECO-G 100ch Prestige 4x2 - E6U,Gpl /,50 569 km,2021 /,Manuelle,1,0,1,1,1,1,1,15 499 €
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S Allure Business EAT8,Diesel /,59 473 km,2021 /,Automatique,0,1,1,1,1,1,1,15 499 €
CITROEN,C5 Aircross,BlueHDi 180ch S&S C-Series EAT8,Diesel /,52 672 km,2020 /,Automatique,1,0,1,1,1,0,1,15 499 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression CVT,Essence /,31 013 km,2022 /,Automatique,1,1,1,1,0,0,1,15 499 €
TOYOTA,Yaris,100h Chic 5p RC18,Hybride /,111 148 km,2018 /,Automatique,1,0,1,1,1,1,0,15 499 €
OPEL,Mokka X,1.4 Turbo 140ch Innovation 4x2,Essence /,64 795 km,2016 /,Manuelle,1,0,1,1,1,0,1,15 499 €
RENAULT,Megane,1.3 TCe 140ch Techno EDC -23,Essence /,5 972 km,2023 /,Automatique,0,0,1,1,1,1,1,15 499 €
RENAULT,Captur,1.0 TCe 90ch Techno,Essence /,11 782 km,2023 /,Manuelle,0,1,1,1,1,1,1,15 499 €
RENAULT,Megane,E-Tech Electric EV40 130ch Equilibre standard charge,Electrique /,18 500 km,2022 /,Automatique,1,1,1,1,0,1,1,15 499 €
RENAULT,Koleos,2.0 dCi 175ch Life X-Tronic - 18,Diesel /,91 250 km,2019 /,Automatique,1,0,1,1,1,0,0,15 499 €
TOYOTA,Yaris,116h Dynamic 5p MY22,Hybride /,16 925 km,2022 /,Automatique,1,0,1,1,1,0,0,15 499 €
MERCEDES,Classe C Break,220 d 197ch AMG Line,Diesel M /,38 307 km,2022 /,Automatique,0,0,1,1,1,1,1,15 499 €
MERCEDES,Glc Coupe,63 AMG S 510ch 4Matic+ Speedshift MCT AMG Euro6d-T-EVAP-ISC,Essence /,89 426 km,2019 /,Automatique,0,0,1,1,1,1,1,68 499 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Rive Gauche,Hybride /,13 000 km,2022 /,Automatique,0,1,1,1,1,1,1,68 499 €
MERCEDES,Gle Coupe,43 AMG 390ch 4Matic 9G-Tronic,Essence /,101 607 km,2017 /,Automatique,0,0,1,1,1,1,1,68 499 €
VOLVO,Xc40,T3 163ch Business,Essence /,85 573 km,2020 /,Manuelle,0,1,1,1,1,1,1,68 499 €
MERCEDES,Gla,200 d 150ch AMG Line 8G-DCT,Diesel /,36 176 km,2021 /,Automatique,0,0,1,1,1,1,1,68 499 €
DS,Ds 3 Crossback,PureTech 130ch Performance Line + Automatique 109g,Essence /,20 821 km,2020 /,Automatique,1,0,1,1,1,1,1,68 499 €
BMW,Serie 2 Gran Coupe,218iA 136ch M Sport DKG7,Essence /,18 609 km,2022 /,Automatique,0,1,1,1,1,1,1,68 499 €
RENAULT,Arkana,1.3 TCe mild hybrid 160ch RS Line EDC -22,Essence M /,4 741 km,2023 /,Automatique,0,0,1,1,1,1,1,68 499 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,19 500 km,2023 /,Automatique,0,1,1,1,1,1,1,68 499 €
TOYOTA,Yaris,120 VVT-i Design 5p,Essence /,52 610 km,2020 /,Manuelle,1,1,1,1,1,1,0,68 499 €
PEUGEOT,5008,2.0 BlueHDi 180ch S&S GT Line EAT8,Diesel /,42 630 km,2019 /,Automatique,0,1,1,1,1,0,1,68 499 €
LAND-ROVER,Range Rover Velar,2.0 P400e 404ch PHEV Dynamic SE AWD BVA,Hybride R /,21 240 km,2022 /,Automatique,0,1,1,1,1,1,1,68 499 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,19 425 km,2023 /,Manuelle,0,1,1,1,1,1,1,68 499 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,9 909 km,2023 /,Manuelle,1,1,1,1,0,0,1,68 499 €
MERCEDES,Classe C,220 d 200ch AMG Line,Diesel M /,42 555 km,2021 /,Automatique,0,1,1,1,1,1,1,68 499 €
AUDI,Q5 Sportback,55 TFSI e 367ch S line quattro S tronic 7,Hybride R /,7 000 km,2024 /,Automatique,0,0,1,1,1,1,1,68 499 €
TOYOTA,Auris,HSD 136h Collection RC18,Hybride /,62 378 km,2019 /,Automatique,1,0,1,1,1,1,0,68 499 €
DS,Ds 3 Crossback,BlueHDi 130ch Grand Chic Automatique 98g,Diesel /,35 380 km,2019 /,Automatique,0,0,1,1,1,1,1,68 499 €
RENAULT,Arkana,1.6 E-Tech 145ch full hybrid Techno -23,Hybride /,7 500 km,2024 /,Automatique,0,1,1,1,1,1,1,68 499 €
RENAULT,Clio,1.3 TCe 140ch Techno,Essence /,4 335 km,2023 /,Manuelle,0,1,1,1,1,1,1,68 499 €
RENAULT,Clio,1.0 TCe 90ch Evolution,Essence /,22 439 km,2022 /,Manuelle,1,1,1,1,0,0,1,68 499 €
PEUGEOT,208,e-208 156ch GT,Electrique /,100 km,2023 /,Automatique,1,1,1,1,1,1,1,68 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,21 512 km,2020 /,Manuelle,1,0,1,1,1,0,1,68 499 €
DACIA,Duster,1.5 dCi 110ch Prestige 4X2,Diesel /,90 565 km,2018 /,Manuelle,1,0,1,1,1,1,1,68 499 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Iconic auto,Essence M /,12 000 km,2023 /,Automatique,0,0,1,1,1,1,1,68 499 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Iconic auto,Essence M /,9 500 km,2023 /,Automatique,0,0,1,1,1,1,1,68 499 €
RENAULT,Arkana,1.3 TCe 140ch FAP RS Line EDC -21B,Essence M /,38 279 km,2022 /,Automatique,0,0,1,1,1,1,1,68 499 €
RENAULT,Megane,E-Tech Electric EV60 130ch Evolution ER optimum charge -C,Electrique /,5 000 km,2023 /,Automatique,0,1,1,1,1,1,1,68 499 €
RENAULT,Zoe,Business charge normale R110 - 20,Electrique /,14 491 km,2021 /,Automatique,1,1,1,1,1,0,0,68 499 €
RENAULT,Captur,1.3 TCe mild hybrid 160ch Techno EDC,Essence M /,11 328 km,2023 /,Automatique,0,1,1,1,1,1,1,68 499 €
RENAULT,Twingo,1.0 SCe 75ch Zen - 20,Essence /,14 495 km,2020 /,Manuelle,1,0,0,1,0,0,0,10 980 €
MERCEDES,Classe A,250 e 160+102ch Progressive Line 8G-DCT 8cv,Hybride R /,40 301 km,2021 /,Automatique,0,0,1,1,1,1,1,10 980 €
DACIA,Sandero,1.5 dCi 90ch Stepway,Diesel /,112 416 km,2017 /,Manuelle,1,0,1,1,0,0,0,10 980 €
NISSAN,Qashqai,1.3 DIG-T 140ch N-Connecta Euro6d-T,Essence /,97 730 km,2019 /,Manuelle,1,0,1,1,1,1,1,10 980 €
PEUGEOT,2008,e-2008 136ch Roadtrip,Electrique /,36 202 km,2021 /,Automatique,0,1,1,1,1,1,1,10 980 €
MERCEDES,Gla,200 d 150ch AMG Line 8G-DCT,Diesel /,5 000 km,2024 /,Automatique,0,0,1,1,1,1,1,10 980 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,54 966 km,2021 /,Automatique,0,1,1,1,1,1,1,10 980 €
PEUGEOT,308,e-308 156ch GT,Electrique /,10 km,2023 /,Automatique,0,1,1,0,1,1,1,10 980 €
MERCEDES,Glc,300 e 313ch AMG Line 4Matic 9G-Tronic,Hybride R /,4 500 km,2023 /,Automatique,0,0,1,1,1,1,1,10 980 €
SMART,Fortwo Cabriolet,90ch prime twinamic,Essence /,31 500 km,2017 /,Automatique,1,0,1,1,1,0,0,10 980 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta,Essence M /,35 621 km,2022 /,Manuelle,0,1,1,1,1,1,1,10 980 €
PEUGEOT,508 Sw,BlueHDi 160ch S&S Allure Business EAT8,Diesel /,141 189 km,2019 /,Automatique,1,0,1,0,1,0,0,10 980 €
HYUNDAI,Kona,1.0 T-GDi 120ch FAP Executive Euro6d-T EVAP,Essence /,59 753 km,2020 /,Manuelle,0,0,1,1,1,1,1,10 980 €
MERCEDES,Glb,220d 190ch AMG Line 4Matic 8G DCT,Diesel /,80 476 km,2020 /,Automatique,0,1,1,1,1,1,1,10 980 €
RENAULT,Clio,1.0 TCe 100ch Intens GPL -21N,Gpl /,22 287 km,2021 /,Manuelle,1,1,1,1,1,0,1,10 980 €
MERCEDES,Classe A,180 136ch Progressive Line 7G-DCT,Essence /,65 000 km,2020 /,Automatique,0,1,1,1,1,1,1,10 980 €
RENAULT,Megane,1.5 Blue dCi 115ch Business EDC,Diesel /,55 347 km,2018 /,Automatique,1,0,1,1,1,0,1,10 980 €
NISSAN,Qashqai,1.3 Mild Hybrid 158ch Acenta Xtronic,Essence M /,30 000 km,2021 /,Automatique,1,1,1,1,1,1,1,10 980 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel /,56 000 km,2022 /,Manuelle,1,0,1,1,0,0,0,10 980 €
CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence /,18 907 km,2023 /,Manuelle,0,0,1,1,1,0,0,10 980 €
RENAULT,Clio,1.0 TCe 100ch Intens GPL -21N,Gpl /,20 756 km,2021 /,Manuelle,1,1,1,1,1,0,1,10 980 €
VOLKSWAGEN,T-Cross,1.0 TSI 115ch R-Line DSG7,Essence /,7 000 km,2024 /,Automatique,0,1,1,1,1,1,1,10 980 €
OPEL,Movano,F3500 L2 2.3 CDTI 130,Diesel /,46 380 km,2017 /,Manuelle,0,0,0,1,0,0,0,10 980 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel /,48 833 km,2022 /,Manuelle,1,0,1,1,0,0,0,10 980 €
DACIA,Spring,Confort Plus - Achat Intégral,Electrique /,35 862 km,2022 /,Automatique,1,0,0,1,0,1,1,10 980 €
LEXUS,Nx,300h 2WD Luxe Plus MY21,Hybride /,40 050 km,2021 /,Automatique,0,0,1,1,1,1,1,10 980 €
NISSAN,Micra,1.0 DIG-T 117ch Tekna 2019 Euro6-EVAP,Essence /,63 720 km,2019 /,Manuelle,1,0,0,1,0,0,0,10 980 €
CITROEN,C3,PureTech 82ch Graphic S&S E6.d,Essence /,35 200 km,2019 /,Manuelle,1,0,1,0,0,0,0,10 980 €
RENAULT,Clio,1.0 TCe 90ch Equilibre,Essence /,12 665 km,2022 /,Manuelle,1,1,1,1,0,0,0,10 980 €
PEUGEOT,2008,1.2 PureTech 110ch GT Line S&S EAT6,Essence /,62 073 km,2018 /,Automatique,1,1,1,0,1,0,1,10 980 €
CITROEN,C4 X,PureTech 130ch S&S Shine EAT8,Essence /,8 712 km,2023 /,Automatique,0,0,1,1,1,1,1,26 990 €
RENAULT,Zoe,E-Tech Business charge normale R110 Achat Intégral - 21,Electrique /,20 160 km,2021 /,Automatique,1,1,1,1,1,0,0,26 990 €
DS,Ds 3 Crossback,PureTech 155ch Grand Chic Automatique,Essence /,27 500 km,2020 /,Automatique,0,0,1,1,1,1,1,26 990 €
FORD,Focus,1.0 Flexifuel mHEV 125ch Titanium Design,Essence M /,30 431 km,2022 /,Manuelle,0,0,1,1,1,0,0,26 990 €
MAZDA,Mazda2,1.5 Hybrid 116ch Select,Hybride /,1 054 km,2023 /,Automatique,0,1,1,1,1,1,1,26 990 €
VOLKSWAGEN,Polo,1.0 TSI 95ch Life,Essence /,8 620 km,2022 /,Manuelle,1,1,1,1,0,0,0,26 990 €
NISSAN,Micra,1.0 IG-T 100ch N-Sport,Essence /,63 988 km,2020 /,Manuelle,1,0,1,1,0,1,1,26 990 €
VOLVO,Xc40,T3 163ch Momentum Geartronic 8,Essence /,75 800 km,2019 /,Automatique,1,1,1,1,1,0,1,26 990 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,13 442 km,2022 /,Automatique,0,1,1,1,1,1,1,26 990 €
PEUGEOT,2008,1.2 PureTech 82ch Allure,Essence /,25 519 km,2018 /,Manuelle,1,1,1,0,1,0,1,26 990 €
BMW,I3,170ch Urban Life,Electrique /,45 082 km,2014 /,Automatique,1,0,1,1,1,0,1,26 990 €
VOLKSWAGEN,Golf,2.0 TDI SCR 200ch GTD DSG7,Diesel /,51 000 km,2021 /,Automatique,0,1,1,1,1,1,1,26 990 €
BMW,Serie 3,M340dA MH xDrive 340ch,Diesel M /,31 780 km,2022 /,Automatique,0,0,1,1,1,1,1,26 990 €
MAZDA,Mazda3,2.0 e-SKYACTIV-X M-Hybrid 186ch Sportline,Essence M /,56 431 km,2021 /,Manuelle,0,0,1,1,1,1,1,26 990 €
DS,Ds 3 Crossback,E-Tense Grand Chic 4cv,Electrique /,63 179 km,2020 /,Automatique,0,0,1,1,1,1,1,26 990 €
PEUGEOT,208,e-208 136ch Allure,Electrique /,28 688 km,2020 /,Automatique,1,1,1,1,1,0,1,26 990 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,21 477 km,2021 /,Manuelle,1,1,1,1,0,0,1,26 990 €
PEUGEOT,3008,1.2 PureTech 130ch GT Line S&S,Essence /,67 205 km,2017 /,Manuelle,0,1,1,1,1,0,1,26 990 €
LAND-ROVER,Range Rover,4.4 SDV8 339ch Autobiography SWB Mark VI,Diesel /,118 485 km,2017 /,Automatique,0,0,1,1,1,1,1,26 990 €
DACIA,Sandero,1.0 SCe 65ch Confort,Essence /,39 355 km,2021 /,Manuelle,1,1,1,1,0,0,1,26 990 €
RENAULT,Clio,1.0 TCe 90ch Business -21N,Essence /,2 515 km,2021 /,Manuelle,1,1,1,1,0,0,1,26 990 €
BMW,Serie 2 Gran Coupe,218dA 150ch M Sport BVA8,Diesel /,25 505 km,2022 /,Automatique,0,1,1,1,1,1,1,26 990 €
BMW,Serie 2 Gran Tourer,218dA 150ch M Sport,Diesel /,25 505 km,2022 /,Automatique,1,1,1,1,1,0,1,26 990 €
CITROEN,C3,PureTech 82ch Graphic S&S E6.d,Essence /,29 519 km,2021 /,Manuelle,1,0,1,0,1,0,0,26 990 €
RENAULT,Twingo,1.0 SCe 75ch Intens,Essence /,46 161 km,2020 /,Manuelle,1,0,1,1,0,0,0,26 990 €
PEUGEOT,208,1.2 PureTech 100ch S&S GT Line,Essence /,30 341 km,2020 /,Manuelle,0,0,1,1,1,1,1,26 990 €
MERCEDES,Glc,300 de 194+122ch AMG Line 4Matic 9G-Tronic,Hybride R /,26 545 km,2022 /,Automatique,0,1,1,1,1,1,1,26 990 €
PEUGEOT,208,e-208 136ch Active BUSINESS,Electrique /,8 166 km,2021 /,Automatique,1,0,1,1,1,0,0,26 990 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence /,34 200 km,2021 /,Manuelle,0,0,1,1,1,0,1,26 990 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,5 000 km,2024 /,Automatique,0,1,1,1,1,1,1,26 990 €
RENAULT,Megane,1.3 TCe 140ch Business EDC -21N,Essence /,57 943 km,2021 /,Automatique,1,1,1,1,1,0,1,16 990 €
BMW,Serie 1,120dA 190ch M Sport,Diesel /,19 433 km,2023 /,Automatique,1,1,1,1,1,1,0,16 990 €
PEUGEOT,208,1.2 PureTech 100ch S&S GT Line,Essence /,39 108 km,2021 /,Manuelle,0,0,1,1,1,1,1,16 990 €
OPEL,Mokka,1.5 D 110ch Elegance Business,Diesel /,27 890 km,2023 /,Manuelle,0,1,1,1,1,1,1,16 990 €
TOYOTA,Aygo,1.0 VVT-i 72ch x-play 3p MY20,Essence /,18 556 km,2020 /,Manuelle,1,0,0,1,0,1,0,16 990 €
CITROEN,C5 X,Hybride rechargeable 225ch Shine Pack ëEAT8,Hybride R /,12 800 km,2023 /,Automatique,0,0,1,1,1,1,1,16 990 €
RENAULT,Clio,1.5 Blue dCi 100ch Evolution,Diesel /,12 194 km,2022 /,Manuelle,1,1,1,1,0,0,1,16 990 €
RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence /,25 329 km,2021 /,Manuelle,1,0,0,1,1,0,0,16 990 €
PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence /,21 913 km,2022 /,Manuelle,1,1,1,0,1,0,1,16 990 €
