mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
RENAULT,Kangoo Van,L1 1.5 Blue dCi 95ch Grand Confort - 22,Diesel /,27 797 km,2022 /,Manuelle,0,0,1,1,0,0,1,14 800 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M /,10 km,2023 /,Manuelle,0,1,1,1,1,1,1,14 800 €
RENAULT,Captur,1.0 TCe 90ch Techno,Essence /,10 890 km,2022 /,Manuelle,0,1,1,1,1,1,1,14 800 €
MINI,Mini,Cooper S 178ch John Cooper Works BVA7,Essence /,17 817 km,2020 /,Automatique,0,1,1,1,1,1,1,14 800 €
CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence /,6 000 km,2023 /,Manuelle,0,0,1,1,1,0,0,14 800 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2,Diesel /,60 857 km,2021 /,Manuelle,1,0,1,1,1,1,1,14 800 €
TOYOTA,Yaris,120 VVT-i Design 5p,Essence /,27 318 km,2021 /,Manuelle,1,1,1,1,0,1,0,14 800 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,85 268 km,2018 /,Manuelle,1,1,1,0,1,0,1,14 800 €
BMW,Serie 1,118dA 150ch M Sport 8cv,Diesel /,42 999 km,2021 /,Automatique,0,0,1,1,1,1,0,14 800 €
RENAULT,Trafic Spacenomad,dci 130 Treck 4 phase 2,Diesel /,100 km,2024 /,Automatique,1,1,1,1,0,0,1,14 800 €
BMW,X1,sDrive18d 150ch M Sport,Diesel /,58 991 km,2019 /,Manuelle,0,1,1,1,1,1,1,25 499 €
RENAULT,Twingo,1.0 SCe 65ch Urban Night,Essence /,10 005 km,2022 /,Manuelle,1,0,1,1,1,1,1,25 499 €
DACIA,Sandero,1.0 SCe 65ch Confort,Essence /,27 776 km,2021 /,Manuelle,1,1,1,1,0,0,1,25 499 €
PEUGEOT,2008,1.2 PureTech 110ch E6.c GT Line S&S EAT6,Essence /,32 252 km,2019 /,Automatique,1,1,1,0,1,0,1,25 499 €
PEUGEOT,208,1.2 Hybrid 100ch Allure e-DCS6,Essence M /,500 km,2023 /,Automatique,1,1,1,1,1,0,1,25 499 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,5 847 km,2023 /,Manuelle,1,1,1,1,0,0,1,25 499 €
RENAULT,Clio,1.0 TCe 90ch Business,Essence /,72 728 km,2022 /,Manuelle,1,1,1,1,0,0,1,25 499 €
VOLVO,Xc60,T6 AWD 253 + 87ch Inscription Luxe Geartronic,Hybride R /,81 689 km,2021 /,Automatique,0,0,1,1,1,1,1,25 499 €
PEUGEOT,2008,1.2 PureTech 155ch S&S GT EAT8,Essence /,40 602 km,2020 /,Automatique,1,1,1,1,1,0,0,25 499 €
LAND-ROVER,Range Rover,3.0 SDV6 Hybride 340 Autobiography SWB Mark V,Hybride /,135 613 km,2015 /,Automatique,0,0,1,1,1,1,1,25 499 €
PEUGEOT,2008,e-2008 136ch Allure,Electrique /,39 985 km,2020 /,Automatique,1,1,1,1,1,0,0,25 499 €
RENAULT,Megane,1.5 Blue dCi 115ch Techno EDC -23,Diesel /,9 500 km,2023 /,Automatique,0,1,1,1,1,1,1,25 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence /,7 922 km,2023 /,Automatique,1,1,1,1,1,0,1,25 499 €
DS,Ds 3 Crossback,PureTech 130ch Louvre Automatique,Essence /,20 107 km,2022 /,Automatique,1,0,1,1,1,1,1,25 499 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine Business 121g,Essence /,27 873 km,2021 /,Manuelle,0,0,1,1,1,0,1,25 499 €
PEUGEOT,308,PHEV 225ch GT e-EAT8,Hybride R /,22 836 km,2022 /,Automatique,1,1,1,0,1,1,1,25 499 €
MERCEDES,Classe B,250 e 160+102ch AMG Line Edition 8G-DCT,Hybride R /,36 079 km,2021 /,Automatique,0,1,1,1,1,1,1,25 499 €
DS,Ds 7 Crossback,E-TENSE 225ch Grand Chic,Hybride R /,84 310 km,2021 /,Automatique,1,0,0,0,1,1,0,25 499 €
FIAT,500,1.0 70ch BSG S&S Dolce vita,Essence M /,10 km,2024 /,Manuelle,1,0,0,1,0,0,0,25 499 €
OPEL,Corsa,1.2 Turbo 100ch Edition Business,Essence /,55 783 km,2020 /,Manuelle,0,0,1,1,0,0,1,25 499 €
CITROEN,C3 Aircross,PureTech 110ch S&S Shine E6.d,Essence /,70 000 km,2019 /,Manuelle,1,0,1,1,1,0,1,25 499 €
RENAULT,Captur,1.0 TCe 100ch Evolution GPL,Gpl /,50 824 km,2022 /,Manuelle,1,1,1,1,0,0,1,25 499 €
RENAULT,Scenic,1.3 TCe 140ch energy Intens EDC,Essence /,51 971 km,2018 /,Automatique,0,1,1,1,1,1,1,25 499 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,52 819 km,2018 /,Manuelle,1,1,1,0,1,0,1,25 499 €
VOLKSWAGEN,T-Roc Cabriolet,1.5 TSI EVO 150ch R-Line DSG7,Essence /,100 km,2024 /,Automatique,0,1,1,1,1,1,1,25 499 €
RENAULT,Clio,1.5 Blue dCi 100ch Evolution,Diesel /,25 292 km,2023 /,Manuelle,1,1,1,1,0,0,1,25 499 €
RENAULT,Megane Estate,1.6 E-Tech Plug-in 160ch Intens -21N,Hybride R /,16 747 km,2021 /,Automatique,0,1,1,1,1,1,1,25 499 €
RENAULT,Megane,1.5 Blue dCi 115ch Air - 20,Diesel /,124 186 km,2020 /,Manuelle,1,1,1,1,0,0,0,25 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack 118g,Essence /,7 120 km,2022 /,Manuelle,1,0,1,1,0,0,1,25 499 €
MERCEDES,Classe B,200 163ch Progressive Line Edition 7G-DCT 9cv,Essence /,28 178 km,2022 /,Automatique,0,1,1,1,1,1,1,25 499 €
DS,Ds 4 Crossback,PureTech 130 Connected Chic S&S,Essence /,39 509 km,2018 /,Manuelle,1,0,1,1,1,1,1,15 799 €
NISSAN,Qashqai,1.3 Mild Hybrid 158ch Business Edition Xtronic,Essence M /,48 848 km,2022 /,Automatique,1,1,1,1,1,1,1,15 799 €
MERCEDES,Sprinter,314 CDI 43S 3T5 Propulsion Cabine Approfondie GRUAU,Diesel /,79 895 km,2019 /,Manuelle,0,0,1,1,0,0,0,15 799 €
VOLKSWAGEN,Passat Alltrack,2.0 TDI 190ch 4Motion DSG7,Diesel /,28 791 km,2019 /,Automatique,1,1,1,1,1,0,1,15 799 €
RENAULT,Clio,1.0 TCe 100ch Intens GPL -21N,Gpl /,18 840 km,2021 /,Manuelle,1,1,1,1,0,1,1,15 799 €
RENAULT,Arkana,1.6 E-Tech hybride 145ch Engineered -22,Hybride /,14 985 km,2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
PEUGEOT,308,1.2 PureTech 110ch E6.3 S&S Style,Essence /,36 840 km,2020 /,Manuelle,1,0,1,1,1,0,1,15 799 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,15 000 km,2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,40 833 km,2020 /,Manuelle,1,0,1,1,0,0,0,15 799 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure EAT8 125g,Diesel /,50 409 km,2020 /,Automatique,1,1,1,1,1,0,1,15 799 €
DS,Ds 3 Crossback,PureTech 130ch Connected Chic Automatique,Essence /,32 900 km,2021 /,Automatique,1,0,1,1,1,0,1,15 799 €
PEUGEOT,208,e-208 136ch Style,Electrique /,14 448 km,2022 /,Automatique,1,1,1,1,1,0,1,15 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence /,5 343 km,2022 /,Manuelle,1,1,1,1,0,0,1,15 799 €
DACIA,Dokker,1.2 TCe 115ch Stepway Euro6,Essence /,69 486 km,2017 /,Manuelle,1,0,1,1,0,0,0,15 799 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,6 500 km,2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
DS,Ds 7,E-TENSE 4x4 300ch Opera,Hybride R /,10 245 km,2022 /,Automatique,0,1,1,0,1,1,1,15 799 €
SUZUKI,Across,2.5 Hybride Rechargeable 306ch Pack,Hybride R /,11 500 km,2022 /,Automatique,0,1,1,1,1,1,1,15 799 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Essentiel -22,Gpl /,32 992 km,2022 /,Manuelle,1,1,1,1,0,0,0,15 799 €
PEUGEOT,208,e-208 136ch GT,Electrique /,48 045 km,2020 /,Automatique,0,0,1,1,1,1,1,15 799 €
PEUGEOT,Expert,XL 2.0 BlueHDi 180ch S&S Pack Asphalt EAT8,Diesel /,700 km,2023 /,Automatique,0,0,1,0,0,1,1,15 799 €
TOYOTA,C-Hr,122h Edition 2WD E-CVT MY22,Hybride /,33 738 km,2022 /,Automatique,1,0,1,1,1,1,1,15 799 €
VOLKSWAGEN,Golf Sw,2.0 TDI SCR 116ch Life Plus DSG7,Diesel /,5 000 km,2024 /,Automatique,0,1,1,1,1,1,1,15 799 €
RENAULT,Clio,1.0 TCe 100ch Intens,Essence /,21 373 km,2019 /,Manuelle,1,1,1,1,1,0,1,15 799 €
RENAULT,Zoe,Intens charge normale R90,Electrique /,44 044 km,2018 /,Automatique,1,0,1,1,1,0,0,15 799 €
RENAULT,Megane,E-Tech Electric EV60 130ch Evolution ER optimum charge -B,Electrique /,9 000 km,2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
MERCEDES,Eqb,250+ 190ch AMG Line,Electrique /,9 800 km,2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort,Gpl /,33 847 km,2021 /,Manuelle,1,1,1,1,1,0,1,15 799 €
RENAULT,Espace,1.6 dCi 160 Zen EDC Toit Pano 7 places Carplay Gtie 1an,Diesel /,81 500 km,2018 /,Automatique,0,1,1,1,1,1,1,15 799 €
FORD,Transit Courier,1.0E 100ch Stop&Start Trend,Essence /,100 km,2023 /,Manuelle,0,0,0,1,0,0,1,15 799 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,11 692 km,2023 /,Manuelle,0,1,1,1,1,1,1,15 799 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Roadtrip,Diesel /,5 000 km,2023 /,Manuelle,0,1,1,1,1,1,1,35 979 €
RENAULT,Kadjar,1.6 TCe 165ch energy Intens,Essence /,47 253 km,2017 /,Manuelle,0,1,1,1,1,1,1,35 979 €
RENAULT,Kadjar,1.5 dCi 110ch energy Intens eco²,Diesel /,122 109 km,2015 /,Manuelle,0,1,1,1,1,1,1,35 979 €
RENAULT,Clio,1.0 TCe 100ch Zen - 20,Essence /,48 367 km,2020 /,Manuelle,1,1,1,1,0,0,0,35 979 €
RENAULT,Captur,0.9 TCe 90ch energy Intens,Essence /,94 618 km,2017 /,Manuelle,1,1,1,1,1,0,1,35 979 €
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch R-Line DSG7,Essence /,100 km,2024 /,Automatique,0,0,1,1,1,1,1,35 979 €
MERCEDES,Classe A,200 d 150ch AMG Line 8G-DCT,Diesel /,12 383 km,2022 /,Automatique,0,1,1,1,1,1,1,35 979 €
AUDI,E-Tron,55 408ch Avus Extended e-quattro 9cv,Electrique /,99 510 km,2019 /,Automatique,0,0,1,1,1,1,1,35 979 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Techno auto,Essence M /,10 km,2023 /,Automatique,0,1,1,1,1,1,1,35 979 €
MERCEDES,Cla Shooting Brake,250 e 160+102ch AMG Line 8G-DCT,Hybride R /,29 300 km,2022 /,Automatique,0,0,1,1,1,1,1,35 979 €
MG,Mg5,EV 177ch - 50kWh Luxury,Electrique /,9 500 km,2023 /,Automatique,0,1,1,1,1,1,1,35 979 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active 122g,Essence /,81 240 km,2020 /,Manuelle,1,1,1,1,0,0,1,35 979 €
DACIA,Spring,Expression,Electrique /,22 250 km,2022 /,Automatique,1,0,0,1,0,1,1,35 979 €
PEUGEOT,208,1.6 BlueHDi 75ch Style 5p,Diesel /,75 548 km,2018 /,Manuelle,1,0,1,0,0,0,1,35 979 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active,Essence /,42 011 km,2020 /,Manuelle,1,1,1,1,0,0,1,35 979 €
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,4 789 km,2023 /,Automatique,1,1,1,0,1,1,1,35 979 €
OPEL,Corsa,1.2 Turbo 100ch BVM6 Edition Business,Essence /,44 445 km,2022 /,Manuelle,1,1,1,1,0,0,0,35 979 €
SUZUKI,Vitara,1.4 Boosterjet Hybrid 129ch Style,Essence M /,56 400 km,2021 /,Manuelle,0,0,1,1,1,1,1,35 979 €
RENAULT,Master,F3500 L2H2 2.3 dCi 135ch Grand Confort E6,Diesel /,55 775 km,2022 /,Manuelle,0,0,1,1,0,0,0,35 979 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M /,12 221 km,2023 /,Manuelle,0,0,1,1,1,1,1,35 979 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure Pack,Essence /,10 km,2023 /,Manuelle,1,1,1,1,1,0,1,35 979 €
PEUGEOT,2008,e-2008 136ch Allure,Electrique /,8 112 km,2022 /,Automatique,1,1,1,1,1,0,1,35 979 €
RENAULT,Captur,1.3 TCe 130ch FAP Initiale Paris,Essence /,36 956 km,2019 /,Manuelle,0,1,1,1,1,1,1,35 979 €
CITROEN,C3 Aircross,BlueHDi 110ch S&S Feel Pack,Diesel /,18 002 km,2022 /,Manuelle,1,1,1,1,0,0,1,35 979 €
LAND-ROVER,Discovery Sport,P200 Flex Fuel S AWD BVA Mark VI,Essence B /,45 314 km,2021 /,Automatique,0,1,1,1,1,1,1,35 979 €
AUDI,Q8 E-Tron,55 408ch S Line quattro,Electrique /,11 735 km,2023 /,Automatique,0,0,1,1,1,1,1,35 979 €
RENAULT,Arkana,1.3 TCe mild hybrid 140ch Evolution EDC -22,Essence M /,21 309 km,2023 /,Automatique,0,1,1,1,1,1,1,35 979 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,18 200 km,2022 /,Manuelle,0,0,1,1,1,0,1,35 979 €
RENAULT,Twingo,0.9 TCe 95ch Intens,Essence /,32 930 km,2019 /,Manuelle,1,0,1,1,0,0,0,35 979 €
MERCEDES,Classe A,180 136ch AMG Line,Essence /,14 526 km,2022 /,Manuelle,0,1,1,1,1,1,1,35 979 €
MERCEDES,Classe A,220 d 190ch AMG Line 8G-DCT,Diesel /,53 485 km,2020 /,Automatique,0,1,1,1,1,1,1,32 380 €
DACIA,Sandero,1.0 TCe 90ch Confort -22,Essence /,8 446 km,2022 /,Manuelle,1,1,1,1,0,0,1,32 380 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,42 271 km,2021 /,Manuelle,1,1,1,1,1,0,1,32 380 €
FIAT,Tipo,1.4 95ch Easy 5p,Essence /,128 038 km,2018 /,Manuelle,1,0,1,1,1,0,1,32 380 €
NISSAN,Qashqai,1.5 dCi 115ch N-Connecta Euro6d-T,Diesel /,93 204 km,2019 /,Manuelle,1,0,1,1,1,1,1,32 380 €
RENAULT,Clio,1.5 Blue dCi 100ch Business 21N,Diesel /,10 108 km,2022 /,Manuelle,1,1,1,1,0,0,1,32 380 €
RENAULT,Clio,1.0 TCe 90ch Intens -21N,Essence /,10 094 km,2022 /,Manuelle,1,1,1,1,1,0,1,32 380 €
PEUGEOT,308,1.2 Puretech 130ch Allure S&S EAT6 5p,Essence /,84 400 km,2014 /,Automatique,1,1,1,0,1,0,0,32 380 €
RENAULT,Arkana,1.3 TCe mild hybrid 140ch RS Line EDC -22,Essence M /,30 012 km,2022 /,Automatique,0,0,1,1,1,1,1,32 380 €
AUDI,A7 Sportback,3.0 V6 TDI 272ch Avus quattro S tronic 7,Diesel /,117 237 km,2016 /,Automatique,0,0,1,1,1,1,1,32 380 €
RENAULT,Kangoo,1.5 Blue dCi 115ch Techno EDC,Diesel /,4 652 km,2023 /,Automatique,0,1,1,1,1,1,1,32 380 €
VOLKSWAGEN,Polo,1.0 TSI 95ch Life,Essence /,12 395 km,2023 /,Manuelle,1,1,1,1,0,1,1,32 380 €
MERCEDES,Gle Coupe,450 367ch AMG 4Matic 9G-Tronic,Essence /,69 222 km,2016 /,Automatique,0,1,1,1,1,1,1,32 380 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,13 707 km,2022 /,Automatique,1,1,1,1,1,1,1,32 380 €
TOYOTA,Aygo X,1.0 VVT-i 72ch Design,Essence /,8 896 km,2023 /,Manuelle,1,0,1,1,1,1,0,32 380 €
PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence /,33 085 km,2021 /,Manuelle,1,1,1,0,1,0,1,32 380 €
RENAULT,Clio,1.0 TCe 90ch Intens -21N,Essence /,13 935 km,2021 /,Manuelle,1,1,1,1,1,0,1,32 380 €
MG,Ehs,1.5T GDI 258ch PHEV Comfort,Hybride R /,55 127 km,2021 /,Automatique,1,0,1,1,1,1,1,32 380 €
TOYOTA,C-Hr,122h Dynamic 2WD E-CVT RC18,Hybride /,33 162 km,2020 /,Automatique,0,0,1,1,1,1,0,32 380 €
RENAULT,Captur,1.3 TCe 140ch FAP Business - 21,Essence M /,16 648 km,2021 /,Manuelle,1,1,1,1,0,1,1,32 380 €
RENAULT,Grand Scenic,1.3 TCe 140 Techno EDC 7 places 15700Kms Gtie 1an,Essence /,15 700 km,2023 /,Automatique,0,1,1,1,1,1,1,32 380 €
PEUGEOT,Ion,Electrique Active,Electrique /,45 204 km,2019 /,Automatique,1,0,0,1,1,0,0,32 380 €
TOYOTA,Yaris,116h Iconic 5p,Hybride /,39 362 km,2020 /,Automatique,1,1,1,1,1,1,0,32 380 €
OPEL,Insignia Sports Tourer,1.6 D 136ch Innovation,Diesel /,45 342 km,2019 /,Manuelle,1,0,1,1,1,0,1,32 380 €
RENAULT,Captur,0.9 TCe 90ch Business - 19,Essence /,62 404 km,2019 /,Manuelle,1,0,1,1,0,0,1,32 380 €
RENAULT,Koleos,1.6 dCi 130ch energy Intens,Diesel /,70 623 km,2017 /,Manuelle,0,1,1,1,1,1,1,32 380 €
BMW,X1,sDrive18i 136ch xLine,Essence /,40 508 km,2020 /,Manuelle,0,0,1,1,1,1,1,32 380 €
CITROEN,Ami,Ami 2p,Electrique /,11 470 km,2021 /,Automatique,0,0,0,0,0,0,0,32 380 €
RENAULT,Captur,1.3 TCe 155ch FAP Intens EDC - 20,Essence /,16 400 km,2020 /,Automatique,1,1,1,1,1,0,1,32 380 €
FORD,Fiesta,1.0 EcoBoost 100ch Stop&Start Titanium 5p,Essence /,37 820 km,2018 /,Manuelle,1,0,1,1,1,0,1,32 380 €
CITROEN,C3 Aircross,BlueHDi 110ch S&S Feel Pack,Diesel /,17 960 km,2023 /,Manuelle,1,1,1,1,0,0,1,19 780 €
TOYOTA,Proace,Medium 75kWh Business Electric RC23,Electrique /,9 000 km,2023 /,Automatique,0,0,1,1,0,1,1,19 780 €
PEUGEOT,Ion,Electrique Active,Electrique /,19 636 km,2019 /,Automatique,1,0,0,1,1,0,0,19 780 €
OPEL,Grandland,1.2 Turbo 130ch Design&Tech,Essence /,26 516 km,2023 /,Manuelle,1,0,1,1,1,1,1,19 780 €
DS,Ds 4,PureTech 130ch Bastille Automatique,Essence /,2 414 km,2023 /,Automatique,1,1,1,1,1,0,1,19 780 €
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch Style DSG7,Essence /,24 189 km,2023 /,Automatique,0,1,1,1,1,1,1,19 780 €
PEUGEOT,308,1.5 BlueHDi 130ch S&S Active Pack EAT8,Diesel /,32 016 km,2022 /,Automatique,1,1,1,0,1,0,1,19 780 €
PEUGEOT,3008,HYBRID 225ch Allure Business e-EAT8 10cv,Hybride R /,85 084 km,2020 /,Automatique,0,1,1,1,1,0,1,19 780 €
FORD,Focus,1.0 EcoBoost 125ch Titanium X BVA,Essence /,59 859 km,2020 /,Automatique,0,0,1,1,1,1,1,19 780 €
