mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
MASERATI,Quattroporte,4.2 V8 Executive GT BA,Essence /,59 040 km,2006 /,Automatique,0,0,1,0,1,0,1,10 999 €
PEUGEOT,208,e-208 136ch Style,Electrique /,12 432 km,2022 /,Automatique,1,1,1,1,1,0,1,10 999 €
DACIA,Spring,Confort Plus - Achat Intégral,Electrique /,8 984 km,2021 /,Automatique,1,0,0,1,0,1,1,10 999 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Style,Essence /,49 389 km,2020 /,Manuelle,1,0,1,1,1,0,1,10 999 €
PEUGEOT,208,e-208 136ch GT,Electrique /,40 112 km,2020 /,Automatique,0,0,1,1,1,1,1,10 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,29 572 km,2021 /,Automatique,0,1,1,1,1,1,1,10 999 €
RENAULT,Captur,1.3 TCe 140ch FAP RS Line -21B,Essence M /,29 744 km,2021 /,Manuelle,0,1,1,1,1,1,1,10 999 €
CITROEN,C5 Aircross,PureTech 130ch S&S Feel,Essence /,46 632 km,2019 /,Manuelle,1,0,1,1,1,0,1,10 999 €
CITROEN,C5 Aircross,Hybrid 225ch Shine Pack e-EAT8,Hybride R /,22 000 km,2022 /,Automatique,1,1,1,1,1,0,1,31 999 €
VOLKSWAGEN,T-Cross,1.0 TSI 115ch Carat DSG7,Essence /,47 207 km,2020 /,Automatique,1,1,1,1,1,0,1,31 999 €
TOYOTA,C-Hr,122h Dynamic Business 2WD E-CVT RC18,Hybride /,28 674 km,2018 /,Automatique,0,0,1,1,1,1,1,31 999 €
VOLKSWAGEN,Caddy Cargo,2.0 TDI 102ch Business,Diesel /,35 873 km,2021 /,Manuelle,0,0,1,0,0,0,1,31 999 €
RENAULT,Scenic,1.6 dCi 130ch energy Limited,Diesel /,114 030 km,2018 /,Manuelle,1,0,1,1,1,0,1,31 999 €
MERCEDES,Gla,200 d 150ch AMG Line Edition 1 8G-DCT,Diesel /,45 606 km,2021 /,Automatique,0,1,1,1,1,1,1,31 999 €
LAND-ROVER,Range Rover Evoque,1.5 P300e PHEV 309ch R-Dynamic AWD BVA9,Hybride R /,42 113 km,2021 /,Automatique,0,1,1,1,1,1,1,31 999 €
TOYOTA,Yaris,116h Iconic 5p,Hybride /,33 829 km,2021 /,Automatique,1,1,1,1,1,1,0,31 999 €
BMW,Serie 1,118dA 150ch Luxury,Diesel /,45 872 km,2020 /,Automatique,0,1,1,1,1,1,0,31 999 €
TOYOTA,Rav4,Hybride 218ch Dynamic 2WD MY20,Hybride /,45 000 km,2020 /,Automatique,1,1,1,1,1,1,1,31 999 €
PEUGEOT,2008,1.5 BlueHDi 100ch E6.c Signature S&S BVM5 86g,Diesel /,85 850 km,2019 /,Manuelle,1,1,1,0,1,0,1,31 999 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,13 947 km,2023 /,Manuelle,0,1,1,1,1,1,1,31 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence /,17 294 km,2023 /,Manuelle,1,1,1,1,0,0,1,31 999 €
VOLKSWAGEN,T-Roc Cabriolet,1.5 TSI EVO 150ch R-Line DSG7,Essence /,20 788 km,2022 /,Automatique,0,1,1,1,1,1,1,31 999 €
INFINITI,Q50,S Hybrid 364ch Sport Tech BVA,Hybride /,105 610 km,2015 /,Automatique,0,1,1,1,1,1,1,31 999 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,18 858 km,2021 /,Manuelle,1,1,1,1,1,0,1,31 999 €
PEUGEOT,308,1.2 PureTech 110ch E6.c S&S Active,Essence /,54 043 km,2018 /,Manuelle,1,0,1,1,1,0,1,31 999 €
CITROEN,C5 Aircross,Hybrid 225ch Shine Pack e-EAT8,Hybride R /,29 129 km,2021 /,Automatique,1,1,1,1,1,0,1,31 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,19 166 km,2020 /,Manuelle,1,0,1,1,1,0,1,31 999 €
AUDI,Q5,45 TFSI 245ch Design Luxe quattro S tronic 7,Essence M /,53 000 km,2019 /,Automatique,0,1,1,1,1,1,1,31 999 €
RENAULT,Twingo,1.0 SCe 65ch Equilibre,Essence /,5 088 km,2022 /,Manuelle,1,0,0,1,1,0,0,31 999 €
PORSCHE,Cayenne,3.0 340ch Euro6d-T,Essence /,75 736 km,2019 /,Automatique,0,1,1,0,1,1,1,31 999 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,10 200 km,2021 /,Manuelle,1,1,1,1,0,0,1,31 999 €
TOYOTA,Yaris,116h Iconic 5p MY21,Hybride /,15 374 km,2022 /,Automatique,1,1,1,1,1,1,0,31 999 €
SKODA,Scala,1.6 TDI 116ch Business DSG7 Euro6d-T EVAP,Diesel /,79 083 km,2019 /,Automatique,1,1,1,1,1,0,1,31 999 €
DACIA,Sandero,1.0 TCe 90ch Stepway Confort -22,Essence /,9 896 km,2022 /,Manuelle,1,1,1,1,0,0,1,31 999 €
MERCEDES,Sprinter,319 CDI 37 3T5 Pro Propulsion 9G-Tronic,Diesel /,9 000 km,2023 /,Automatique,0,1,1,1,1,1,0,31 999 €
NISSAN,Leaf,217ch e+ 62kWh N-Connecta 21,Electrique /,38 530 km,2021 /,Automatique,1,0,1,1,1,1,1,31 999 €
TOYOTA,Yaris,116h Collection 5p,Hybride /,14 690 km,2021 /,Automatique,0,1,1,1,1,1,0,31 999 €
RENAULT,Twingo,1.0 SCe 65ch Life - 20,Essence /,37 281 km,2020 /,Manuelle,1,0,0,0,0,0,0,31 999 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,50 km,2024 /,Manuelle,1,1,1,1,1,1,1,20 990 €
BMW,X5,xDrive30d 265ch M Sport,Diesel /,154 828 km,2020 /,Automatique,0,1,1,1,1,1,1,20 990 €
MINI,Clubman,Cooper S 192ch Exquisite BVAS,Essence /,67 243 km,2017 /,Automatique,0,1,1,1,1,0,1,20 990 €
RENAULT,Kangoo,1.5 dCi 75ch energy Zen FT Euro6,Diesel /,82 941 km,2017 /,Manuelle,1,0,1,1,0,0,0,20 990 €
DS,Ds 3 Crossback,E-Tense Performance Line +,Electrique /,56 000 km,2020 /,Automatique,1,0,1,1,1,0,1,20 990 €
NISSAN,Qashqai,1.3 Mild Hybrid 158ch Xtronic 2WD N-STYLE Roue de secours,Essence M /,36 495 km,2022 /,Manuelle,0,1,1,1,1,1,1,20 990 €
PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence /,24 233 km,2021 /,Manuelle,1,0,1,1,1,0,1,20 990 €
AUDI,A5,35 TDI 163ch S Edition S tronic 7,Diesel M /,8 000 km,2023 /,Automatique,0,0,1,1,1,1,1,20 990 €
VOLKSWAGEN,Tiguan,2.0 TDI 150ch Elegance DSG7,Diesel /,22 892 km,2021 /,Automatique,0,0,1,1,1,1,1,20 990 €
CITROEN,Jumper,35 L3 2.0 BlueHDi 130 Confort,Diesel /,71 166 km,2018 /,Manuelle,0,0,0,0,0,0,0,20 990 €
MERCEDES,Gle,350 de 194+136ch AMG Line 4Matic 9G-Tronic,Hybride R /,95 533 km,2021 /,Automatique,0,0,1,1,1,1,1,20 990 €
RENAULT,Arkana,1.6 E-Tech 145ch full hybrid esprit Alpine -23,Hybride /,6 km,2023 /,Automatique,0,1,1,1,1,1,1,20 990 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort -22,Gpl /,18 897 km,2022 /,Manuelle,1,1,1,1,0,0,1,20 990 €
KIA,Pro Ceed,1.5 T-GDI 160ch GT Line DCT7,Essence /,23 187 km,2022 /,Automatique,1,0,1,1,1,1,1,20 990 €
DS,Ds 3 Crossback,PureTech 155ch Grand Chic Automatique 119g,Essence /,72 300 km,2019 /,Automatique,0,0,1,1,1,1,1,20 990 €
VOLVO,Ex30,Single Extended Range 272ch Plus,Electrique /,8 000 km,2024 /,Automatique,1,1,1,1,1,1,1,20 990 €
VOLKSWAGEN,Golf Sportsvan,1.6 TDI 115ch BlueMotion Technology FAP United Euro6d-T,Diesel /,61 482 km,2020 /,Manuelle,1,0,1,1,1,0,1,20 990 €
FORD,Puma,1.0 EcoBoost 125ch mHEV ST-Line 6cv,Essence M /,40 483 km,2020 /,Manuelle,1,0,1,1,0,0,1,20 990 €
RENAULT,Captur,0.9 TCe 90ch energy Intens Euro6c,Essence /,96 468 km,2019 /,Manuelle,1,1,1,1,1,0,1,20 990 €
RENAULT,Scenic,1.3 TCe 140ch FAP Intens EDC,Essence /,82 261 km,2019 /,Automatique,0,1,1,1,1,1,1,20 990 €
RENAULT,Arkana,1.3 TCe mild hybrid 140ch Techno EDC -22,Essence M /,9 999 km,2023 /,Automatique,0,1,1,1,1,1,1,20 990 €
PEUGEOT,308 Sw,PHEV 180ch GT e-EAT8,Hybride R /,9 000 km,2023 /,Automatique,1,1,1,0,1,1,1,20 990 €
LAND-ROVER,Range Rover Sport,3.0 P510e 510ch PHEV Autobiography,Hybride R /,2 500 km,2023 /,Automatique,0,0,1,1,1,0,1,20 990 €
BMW,Serie 3,320iA xDrive 184ch M Sport,Essence /,10 km,2024 /,Automatique,1,1,1,1,1,0,1,20 990 €
LEXUS,Nx,300h 2WD Luxe Plus MY21,Hybride /,37 234 km,2021 /,Automatique,0,0,1,1,1,1,1,20 990 €
OPEL,Crossland X,1.2 Turbo 130ch Elegance Business,Essence /,29 351 km,2021 /,Manuelle,0,1,1,1,1,1,1,20 990 €
CITROEN,C4 Cactus,PureTech 110ch S&S Feel E6.d-TEMP,Essence /,50 021 km,2019 /,Manuelle,1,0,1,1,1,0,1,20 990 €
RENAULT,Grand Scenic,1.3 TCe 160ch energy Initiale Paris EDC,Essence /,91 212 km,2018 /,Automatique,0,0,1,1,1,1,1,20 990 €
BMW,Serie 1,M135iA xDrive 306ch M Performance,Essence /,2 000 km,2023 /,Automatique,0,0,1,1,1,1,1,20 990 €
TOYOTA,C-Hr,122h Dynamic 2WD E-CVT MY20,Hybride /,71 569 km,2020 /,Automatique,1,0,1,1,1,1,0,20 990 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure Pack,Essence /,15 497 km,2023 /,Manuelle,0,1,1,1,1,1,1,18 999 €
BMW,Serie 1,116dA 116ch Business Design DKG7,Diesel /,10 km,2023 /,Automatique,0,1,1,1,1,1,1,18 999 €
OPEL,Corsa,1.2 Turbo 100ch Elegance,Essence /,46 769 km,2021 /,Manuelle,1,1,1,1,0,0,1,18 999 €
TOYOTA,Aygo,1.0 VVT-i 72ch x-play 5p MY20,Essence /,32 865 km,2020 /,Manuelle,1,0,0,1,0,1,0,18 999 €
TOYOTA,Corolla,122h Dynamic Business MY19,Hybride /,104 476 km,2019 /,Automatique,0,1,1,1,1,1,1,18 999 €
CITROEN,C3,PureTech 82ch ELLE S&S E6.d-TEMP,Essence /,69 204 km,2018 /,Manuelle,1,0,1,0,1,1,0,18 999 €
CITROEN,C3 Aircross,1.2 110ch S&S Feel E6.d 6cv,Essence /,47 476 km,2020 /,Manuelle,1,0,1,1,0,0,0,18 999 €
VOLKSWAGEN,Polo,1.0 TSI 95ch United DSG7 Euro6d-T,Essence /,16 915 km,2020 /,Automatique,1,0,1,1,0,0,1,18 999 €
RENAULT,Twingo,1.0 SCe 75ch Zen - 20,Essence /,45 240 km,2020 /,Manuelle,1,0,0,1,0,0,0,18 999 €
PEUGEOT,2008,1.2 PureTech 82ch E6.c Style S&S,Essence /,49 797 km,2019 /,Manuelle,1,1,1,0,1,1,0,18 999 €
PEUGEOT,308,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,7 136 km,2022 /,Automatique,1,1,1,0,1,1,1,18 999 €
CITROEN,C3 Aircross,1.2 PureTech 130ch S&S MAX Automatique,Essence /,4 965 km,2023 /,Automatique,0,1,1,1,1,1,1,18 999 €
MERCEDES,Gla,250 e 160+102ch AMG Line 8G-DCT,Hybride R /,68 178 km,2020 /,Automatique,0,1,1,1,1,1,1,18 999 €
RENAULT,Clio,1.0 TCe 90ch Intens -21N,Essence /,16 959 km,2021 /,Manuelle,1,1,1,1,1,0,1,18 999 €
RENAULT,Espace,1.2 E-Tech full hybrid 200ch Iconic,Hybride /,9 500 km,2024 /,Automatique,0,1,1,1,1,1,1,18 999 €
BMW,X2,xDrive25eA 220ch M Sport Euro6d-T 6cv,Hybride R /,56 910 km,2021 /,Automatique,0,0,1,1,1,1,1,18 999 €
RENAULT,Megane,1.5 Blue dCi 115ch Evolution EDC,Diesel /,30 513 km,2022 /,Automatique,1,1,1,1,1,0,1,18 999 €
RENAULT,Twingo,1.0 SCe 65ch Life - 20,Essence /,30 598 km,2020 /,Manuelle,1,0,0,0,0,0,0,18 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8,Essence /,10 km,2023 /,Automatique,1,1,1,1,1,0,1,18 999 €
VOLKSWAGEN,T-Cross,1.0 TSI 115ch Style DSG7,Essence /,9 000 km,2024 /,Automatique,0,1,1,1,1,1,1,18 999 €
AUDI,Q4 Sportback E-Tron,35 e-tron 170ch,Electrique /,4 715 km,2023 /,Automatique,1,1,0,1,1,0,1,18 999 €
RENAULT,Zoe,Life charge normale R110 Achat Intégral 4cv,Electrique /,29 852 km,2020 /,Automatique,1,1,1,1,0,0,0,18 999 €
RENAULT,Zoe,Business charge normale R90 Achat Intégral MY19,Electrique /,35 700 km,2019 /,Automatique,1,0,1,1,1,0,0,18 999 €
PEUGEOT,5008,1.6 BlueHDi 120ch Style II S&S,Diesel /,149 590 km,2016 /,Manuelle,1,0,1,1,1,0,1,18 999 €
OPEL,Corsa,1.2 Turbo 100ch GS Line,Essence /,37 615 km,2020 /,Manuelle,0,1,1,1,0,0,0,18 999 €
PEUGEOT,208,e-208 136ch GT,Electrique /,32 084 km,2021 /,Automatique,0,0,1,1,1,1,1,18 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S GT Line EAT8,Essence /,57 583 km,2020 /,Automatique,0,0,1,1,1,1,1,18 999 €
RENAULT,Twingo,E-Tech Electric Intens R80 Achat Intégral - 21,Electrique /,8 802 km,2021 /,Automatique,1,0,1,1,1,1,1,18 999 €
RENAULT,Clio,1.5 Blue dCi 100ch Business 21N,Diesel /,57 142 km,2022 /,Manuelle,1,1,1,1,0,0,1,18 999 €
NISSAN,Leaf,150ch 40kWh Acenta 21.5,Electrique /,23 384 km,2022 /,Automatique,1,0,1,1,1,1,0,18 999 €
RENAULT,Zoe,Life charge normale R90 achat integral,Electrique /,40 472 km,2019 /,Automatique,1,0,1,1,0,0,0,15 999 €
CITROEN,C5 Aircross,BlueHDi 180ch S&S Shine EAT8,Diesel /,90 506 km,2020 /,Automatique,1,1,1,1,1,0,1,15 999 €
DACIA,Duster,1.5 Blue dCi 115ch Journey + 4x2,Diesel /,7 463 km,2023 /,Manuelle,1,0,1,1,1,0,1,15 999 €
HYUNDAI,Kona,Electric 136ch Intuitive Euro6d-T EVAP 2cv,Electrique /,60 022 km,2020 /,Automatique,1,1,1,1,1,1,1,15 999 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Techno,Hybride /,10 km,2023 /,Automatique,0,1,1,1,1,1,1,15 999 €
VOLKSWAGEN,T-Roc Cabriolet,1.5 TSI Evo2 150ch R-Line DSG7,Essence /,15 km,2024 /,Automatique,0,1,1,1,1,1,1,15 999 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch Visia,Essence M /,42 944 km,2021 /,Manuelle,1,1,1,1,0,0,1,15 999 €
VOLKSWAGEN,T-Cross,1.0 TSI 110ch R-Line DSG7,Essence /,73 105 km,2021 /,Automatique,1,1,1,1,1,0,1,15 999 €
PEUGEOT,3008,HYBRID4 300ch GT Pack e-EAT8,Hybride /,8 364 km,2022 /,Automatique,0,1,1,1,1,1,1,15 999 €
PEUGEOT,208,e-208 136ch Allure Business,Electrique /,20 635 km,2021 /,Automatique,0,0,1,1,1,1,1,15 999 €
LAND-ROVER,Discovery Sport,1.5 P300e 309ch Dynamic SE,Hybride R /,10 000 km,2023 /,Automatique,0,0,1,1,1,1,1,15 999 €
RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence /,25 899 km,2021 /,Manuelle,1,0,0,1,1,0,0,15 999 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,6 657 km,2023 /,Manuelle,1,1,1,1,0,0,1,15 999 €
DACIA,Lodgy,1.5 Blue dCi 115ch Stepway 5 places - 20,Diesel /,68 133 km,2020 /,Manuelle,1,0,1,1,0,0,1,15 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,23 400 km,2020 /,Manuelle,0,0,1,1,1,0,1,15 999 €
RENAULT,Clio,1.0 TCe 90ch Business -21N,Essence /,38 963 km,2021 /,Manuelle,1,1,1,1,0,0,1,15 999 €
VOLKSWAGEN,Tiguan,2.0 TDI 150ch Active DSG7,Diesel /,31 108 km,2021 /,Automatique,0,1,1,1,1,1,0,15 999 €
FORD,Focus,1.0 Flexifuel mHEV 125ch ST-Line X,Essence M /,5 000 km,2024 /,Manuelle,0,1,1,1,1,1,1,15 999 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active,Essence /,5 km,2023 /,Manuelle,1,1,1,1,1,0,1,15 999 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT Line EAT8,Diesel /,103 846 km,2020 /,Automatique,0,1,1,1,1,0,1,15 999 €
RENAULT,Megane,E-Tech Electric EV60 220ch Techno super charge,Electrique /,108 km,2023 /,Automatique,0,1,1,1,1,1,1,15 999 €
FIAT,500,1.2 8v 69ch Lounge Dualogic,Essence /,68 919 km,2015 /,Automatique,1,0,0,1,0,0,0,15 999 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Allure,Diesel /,63 074 km,2022 /,Manuelle,1,1,1,1,1,0,1,15 999 €
PEUGEOT,308 Sw,1.2 PureTech 130ch E6.c S&S GT Line EAT8,Essence /,57 465 km,2017 /,Automatique,0,1,1,1,1,1,1,15 999 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,5 112 km,2023 /,Manuelle,1,1,1,1,1,0,1,15 999 €
MERCEDES,Classe E Cabriolet,220 d 194ch AMG Line 9G-Tronic,Diesel /,19 642 km,2023 /,Automatique,0,0,1,1,1,1,1,15 999 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta 2022,Essence M /,39 183 km,2022 /,Manuelle,0,1,1,1,1,1,1,15 999 €
MERCEDES,Eqc,400 408ch AMG Line 4Matic 11cv,Electrique /,6 800 km,2023 /,Automatique,0,0,0,1,1,1,1,15 999 €
MERCEDES,Slc,250 d 204ch Sportline 9G-Tronic,Diesel /,95 395 km,2018 /,Automatique,0,1,1,1,0,1,0,15 999 €
KIA,Niro,1.6 GDi 105ch ISG + électrique 43.5ch Motion DCT6,Hybride /,79 141 km,2019 /,Automatique,1,0,1,1,1,0,0,15 999 €
CITROEN,C3 Aircross,PureTech 110ch S&S Shine,Essence /,63 363 km,2018 /,Manuelle,1,0,1,1,1,0,1,11 999 €
RENAULT,Arkana,1.3 TCe 140ch FAP Business EDC,Essence M /,34 866 km,2022 /,Automatique,0,1,1,1,1,1,1,11 999 €
RENAULT,Captur,1.0 TCe 100ch Intens GPL,Gpl /,33 303 km,2020 /,Manuelle,1,1,1,1,1,0,1,11 999 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure 5cv BVM6,Essence /,37 556 km,2020 /,Manuelle,1,1,1,1,1,0,0,11 999 €
OPEL,Mokka,1.2 Turbo 130ch Elegance Business,Essence /,29 900 km,2021 /,Manuelle,0,1,1,1,1,1,1,11 999 €
AUDI,A3 Sportback,35 TFSI 150ch Mild Hybrid S line S tronic 7,Essence M /,30 293 km,2020 /,Automatique,0,1,1,1,1,1,0,11 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence /,49 581 km,2019 /,Automatique,1,0,1,1,1,0,1,11 999 €
FORD,Fiesta,1.0 Flexifuel 95ch ST-Line X 5p,Essence B /,9 000 km,2023 /,Manuelle,0,1,1,0,1,1,1,11 999 €
PEUGEOT,208,1.2 PureTech 110ch E6.c Allure S&S 5p,Essence /,26 659 km,2019 /,Manuelle,1,0,1,0,1,0,1,11 999 €
CITROEN,C5 Aircross,Hybrid rechargeable 225ch Shine ë-EAT8,Hybride R /,7 370 km,2022 /,Automatique,0,0,1,1,1,1,1,11 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine Pack,Essence /,40 812 km,2020 /,Manuelle,0,0,1,1,1,1,1,11 999 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Iconic auto,Essence M /,7 000 km,2023 /,Automatique,0,0,1,1,1,1,1,11 999 €
LAND-ROVER,Range Rover Evoque,2.0 TD4 180 HSE BVA Mark III,Diesel /,123 849 km,2016 /,Automatique,1,0,1,1,1,1,0,11 999 €
NISSAN,X-Trail,1.6 dCi 130ch Tekna Euro6,Diesel /,90 489 km,2017 /,Manuelle,0,0,1,1,1,1,1,11 999 €
RENAULT,Captur,1.6 E-Tech Plug-in 160ch Intens,Hybride R /,32 387 km,2020 /,Automatique,1,1,1,1,1,0,1,11 999 €
TOYOTA,Proace Combi,Long 1.5 120 D-4D Dynamic RC22,Diesel /,27 870 km,2023 /,Manuelle,1,0,1,1,0,0,0,11 999 €
FORD,Kuga,2.5 Duratec 190ch FHEV Titanium BVA i-AWD,Hybride /,10 km,2023 /,Automatique,1,0,1,1,1,1,1,11 999 €
TOYOTA,Yaris,120 VVT-i Design 5p MY22,Essence /,5 397 km,2021 /,Manuelle,1,1,1,1,1,1,0,11 999 €
NISSAN,Leaf,217ch e+ 62kWh Tekna 22,Electrique /,55 098 km,2022 /,Automatique,0,1,1,1,1,1,1,11 999 €
PEUGEOT,208,e-208 136ch GT,Electrique /,61 391 km,2020 /,Automatique,0,0,1,1,1,1,1,11 999 €
PEUGEOT,308,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,8 700 km,2023 /,Automatique,1,1,1,0,1,1,1,11 999 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel /,39 233 km,2022 /,Manuelle,1,0,1,1,0,0,0,11 999 €
CITROEN,C4,PureTech 130ch S&S Feel Pack,Essence /,18 000 km,2023 /,Manuelle,1,1,1,1,1,1,1,11 999 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,16 279 km,2023 /,Manuelle,0,1,1,1,1,1,1,11 999 €
BMW,X2,sDrive18dA 150ch Lounge Euro6d-T,Diesel /,65 479 km,2020 /,Automatique,0,1,1,1,1,1,1,11 999 €
RENAULT,Arkana,1.6 E-Tech hybride 145ch RS Line Fast Track,Hybride /,18 315 km,2022 /,Automatique,0,0,1,1,1,1,1,11 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure Pack,Essence /,5 km,2023 /,Manuelle,0,1,1,1,1,1,1,11 999 €
RENAULT,Clio,1.3 TCe 140ch Techno,Essence /,15 918 km,2022 /,Manuelle,0,1,1,1,1,1,1,11 999 €
RENAULT,Clio,1.5 Blue dCi 100ch Business 21N,Diesel /,31 002 km,2023 /,Manuelle,1,1,1,1,0,0,1,11 999 €
NISSAN,X-Trail,e-Power 204ch Tekna,Hybride /,11 200 km,2023 /,Automatique,0,0,1,1,1,1,1,11 999 €
PEUGEOT,5008,1.2 PureTech 130ch S&S GT EAT8,Essence /,40 295 km,2022 /,Automatique,0,1,1,1,1,1,1,29 999 €
RENAULT,Zoe,E-Tech Zen charge normale R110 Achat Intégral - 21,Electrique /,24 274 km,2021 /,Automatique,1,1,1,1,1,0,0,29 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence /,11 255 km,2021 /,Manuelle,0,0,1,1,1,0,1,29 999 €
SKODA,Karoq,2.0 TDI 116ch SCR Sportline DSG Euro6ap,Diesel /,24 150 km,2023 /,Automatique,0,1,1,1,1,1,1,29 999 €
RENAULT,Grand Scenic,1.7 Blue dCi 120ch Business EDC 7 places - 21,Diesel /,82 708 km,2021 /,Automatique,1,1,1,1,1,0,1,29 999 €
PEUGEOT,308,1.2 Puretech 130ch Allure S&S 5p,Essence /,120 815 km,2016 /,Manuelle,1,1,1,0,1,0,0,29 999 €
DACIA,Spring,Confort Plus - Achat Intégral,Electrique /,2 700 km,2021 /,Automatique,1,0,0,1,0,1,1,29 999 €
