mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
RENAULT,Twingo,1.0 SCe 65ch Urban Night,Essence /,9 900 km,/ 2024 /,Manuelle,1,0,1,1,1,1,1,10 999 €
MINI,Mini,Cooper SE 184ch Edition Greenwich BVA,Electrique /,44 639 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,10 999 €
BMW,X4,xDrive20d 190ch M Sport Euro6c,Diesel /,72 200 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,10 999 €
FORD,Fiesta,1.0 EcoBoost 95ch Titanium 5p,Essence /,15 969 km,/ 2020 /,Manuelle,1,1,1,0,1,0,1,10 999 €
FORD,Fiesta,1.0 EcoBoost 95ch Titanium 5p,Essence /,15 969 km,/ 2020 /,Manuelle,1,1,1,0,1,0,1,10 999 €
PEUGEOT,208,e-208 136ch Style,Electrique /,6 000 km,/ 2023 /,Automatique,0,1,1,1,1,0,1,10 999 €
CITROEN,C4,PureTech 110ch Millenium,Essence /,88 740 km,/ 2017 /,Manuelle,1,0,1,1,1,0,1,10 999 €
RENAULT,Zoe,Zen charge normale R110 Achat Intégral - 20,Electrique /,33 626 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,10 999 €
DS,Ds 4,E-TENSE 225ch Performance Line +,Hybride /,21 797 km,/ 2022 /,Automatique,1,1,1,1,1,1,1,10 999 €
VOLKSWAGEN,Golf,1.5 eTSI EVO2 150ch Style DSG7,Essence M /,5 000 km,/ 2024 /,Automatique,0,1,1,1,1,1,1,36 999 €
AUDI,A3 Sportback,35 TDI 150ch S line S tronic 7,Diesel /,7 500 km,/ 2023 /,Automatique,0,1,1,1,1,0,0,36 999 €
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S Active Pack EAT8,Diesel /,12 500 km,/ 2023 /,Automatique,1,1,1,0,1,0,1,36 999 €
PORSCHE,Panamera,3.0 V6 560ch 4S E-Hybrid,Hybride R /,12 683 km,/ 2022 /,Automatique,1,1,1,0,1,0,1,36 999 €
RENAULT,Captur,1.0 TCe 90ch Business,Essence /,39 671 km,/ 2022 /,Manuelle,1,1,1,1,0,1,1,36 999 €
AUDI,Q8 E-Tron,55 408ch S Line quattro,Electrique /,10 000 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,36 999 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta,Essence M /,38 628 km,/ 2021 /,Manuelle,0,1,1,1,1,1,1,36 999 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active Business,Essence /,19 979 km,/ 2021 /,Manuelle,1,0,1,1,0,0,1,36 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure 124g,Essence /,51 950 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,36 999 €
OPEL,Corsa,1.2 75ch Edition,Essence /,10 373 km,/ 2021 /,Manuelle,1,1,1,1,0,0,0,36 999 €
RENAULT,Espace,2.0 Blue dCi 200ch Intens EDC,Diesel /,74 056 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,36 999 €
RENAULT,Captur,1.3 TCe 130ch FAP Intens,Essence /,57 092 km,/ 2019 /,Manuelle,1,1,1,1,1,0,1,36 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Business,Essence /,11 619 km,/ 2021 /,Manuelle,1,0,1,1,0,0,1,36 999 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,10 547 km,/ 2021 /,Manuelle,1,0,1,1,0,0,0,36 999 €
TOYOTA,C-Hr,2.0 Hybride 184ch Design Ultimate E-CVT,Hybride /,8 500 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,36 999 €
CITROEN,C4,PureTech 130ch S&S Feel Pack,Essence /,21 940 km,/ 2023 /,Manuelle,1,1,1,1,1,1,1,36 999 €
DS,Ds 7 Crossback,E-TENSE 225ch Ligne Noire,Hybride R /,27 980 km,/ 2022 /,Automatique,1,0,0,0,1,1,0,36 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,11 128 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,36 999 €
RENAULT,Twingo,0.9 TCe 90ch energy Zen,Essence /,62 334 km,/ 2017 /,Manuelle,1,0,0,1,0,0,0,36 999 €
PEUGEOT,208,e-208 136ch GT,Electrique /,34 816 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,36 999 €
MERCEDES,Glc,300 e 211+122ch AMG Line 4Matic 9G-Tronic Euro6d-T-EVAP-ISC,Hybride R /,3 510 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,36 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure 7cv,Essence /,27 106 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,36 999 €
RENAULT,Arkana,1.6 E-Tech 145ch full hybrid Techno -23,Hybride /,9 999 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,36 999 €
RENAULT,Twingo,1.0 SCe 65ch Life - 20,Essence /,29 864 km,/ 2020 /,Manuelle,1,0,0,0,0,0,0,36 999 €
MINI,Mini,Cooper SE 184ch Yours BVA,Electrique /,38 536 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,36 999 €
FORD,Ecosport,1.0 EcoBoost 125ch Titanium Euro6.2,Essence /,66 400 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,36 999 €
RENAULT,Clio,1.0 TCe 100ch Intens GPL -21,Gpl /,20 558 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,36 999 €
FIAT,Tipo,1.0 FireFly Turbo 100ch S/S Life Plus 4p,Essence /,7 620 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,36 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,34 822 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,36 999 €
BMW,Serie 1,116dA 116ch Business Design DKG7,Diesel /,61 088 km,/ 2022 /,Automatique,1,1,1,1,1,1,0,36 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,16 529 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,12 980 €
CITROEN,C3,1.5 BlueHDi 100ch S&S Feel Pack E6.d,Diesel /,68 522 km,/ 2022 /,Manuelle,0,0,1,1,1,0,0,12 980 €
MERCEDES,Classe B,200d 150ch AMG Line 8G-DCT,Diesel /,8 000 km,/ 2024 /,Automatique,0,0,1,1,1,1,1,12 980 €
DACIA,Spring,Business 2020 - Achat Intégral,Electrique /,10 446 km,/ 2021 /,Automatique,1,0,0,1,0,0,1,12 980 €
BMW,Serie 1,118iA 136ch Edition Sport DKG7,Essence /,38 084 km,/ 2020 /,Automatique,0,1,1,1,1,1,0,12 980 €
OPEL,Grandland X,1.2 Turbo 130ch Design Line BVA 109g,Essence /,62 778 km,/ 2019 /,Automatique,1,0,1,1,1,1,1,12 980 €
DACIA,Duster,1.3 TCe 130ch FAP 15 ans 4x2 -E6U,Essence /,31 192 km,/ 2021 /,Manuelle,1,0,1,1,1,1,1,12 980 €
DS,Ds 3 Crossback,BlueHDi 100ch So Chic,Diesel /,57 357 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,12 980 €
PEUGEOT,208,1.2 PureTech 110ch E6.c GT Line S&S EAT6 5p,Essence /,56 498 km,/ 2019 /,Automatique,1,0,1,0,1,1,1,12 980 €
RENAULT,Twingo,1.0 SCe 65ch Life - 20,Essence /,44 888 km,/ 2019 /,Manuelle,1,0,0,0,0,0,0,12 980 €
MERCEDES,Gla,200 156ch Fascination 7G-DCT Euro6d-T,Essence /,92 306 km,/ 2019 /,Automatique,0,1,1,1,1,1,1,12 980 €
RENAULT,Clio,1.6 E-Tech 145ch full hybrid Techno,Hybride /,10 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,12 980 €
RENAULT,Zoe,Life charge normale R110 - 20,Electrique /,23 664 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,12 980 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,25 781 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,12 980 €
RENAULT,Clio,1.0 TCe 90ch Evolution,Essence /,8 103 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 980 €
AUDI,Q2,1.6 TDI 116ch Design,Diesel /,70 777 km,/ 2017 /,Manuelle,1,0,1,1,1,0,1,12 980 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2,Diesel /,68 584 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,12 980 €
CITROEN,C4,Moteur électrique 136ch (100 kW) Shine Automatique,Electrique /,5 000 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,12 980 €
MERCEDES,Classe B,180d 116ch Style Line 7G-DCT,Diesel /,73 692 km,/ 2019 /,Automatique,1,1,1,1,1,1,0,12 980 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2 - 20,Diesel /,53 971 km,/ 2020 /,Manuelle,1,0,1,1,1,1,1,12 980 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,20 342 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,12 980 €
TOYOTA,Proace,Medium 2.0 D-4D 140 Dynamic MC23,Diesel /,1 000 km,/ 2023 /,Manuelle,0,0,1,1,0,1,1,12 980 €
RENAULT,Zoe,E-Tech Zen R110 Achat Intégral - 21,Electrique /,36 342 km,/ 2021 /,Automatique,1,1,1,1,1,0,0,12 980 €
DS,Ds 7 Crossback,E-TENSE 225ch Grand Chic,Hybride R /,30 560 km,/ 2021 /,Automatique,1,0,0,0,1,1,0,12 980 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,10 154 km,/ 2021 /,Manuelle,1,0,1,1,0,0,0,12 980 €
RENAULT,Trafic,L1H1 3T 2.0 Blue dCi 130ch Grand Confort,Diesel /,86 201 km,/ 2022 /,Manuelle,0,1,1,1,0,0,1,12 980 €
RENAULT,Twingo,Electric Zen R80 Achat Intégral,Electrique /,35 089 km,/ 2021 /,Automatique,1,0,0,1,1,0,0,12 980 €
MG,Ehs,1.5T GDI 258ch PHEV Luxury,Hybride R /,6 202 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,12 980 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,4 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 980 €
RENAULT,Megane,1.2 TCe 130ch energy Intens,Essence /,71 160 km,/ 2016 /,Manuelle,0,1,1,1,1,1,1,12 980 €
PEUGEOT,3008,HYBRID4 300ch GT e-EAT8 11cv,Hybride R /,107 932 km,/ 2020 /,Automatique,0,1,1,1,1,0,1,22 600 €
PEUGEOT,408,PHEV 225ch Allure Pack e-EAT8,Hybride /,9 500 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 600 €
RENAULT,Clio,0.9 TCe 90ch energy Business 5p Euro6c,Essence /,46 658 km,/ 2020 /,Manuelle,1,0,1,1,0,0,0,22 600 €
TOYOTA,Auris,HSD 136h TechnoLine RC18,Hybride /,41 273 km,/ 2019 /,Automatique,1,0,1,1,1,1,0,22 600 €
CITROEN,C5 X,Hybride rechargeable 225ch Shine ëEAT8,Hybride /,15 917 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 600 €
NISSAN,Juke,1.6 Hybrid 143ch Tekna 2023 + Roue de secours + NissanConnect,Hybride /,15 355 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,22 600 €
CITROEN,C3,1.2 PureTech 83ch S&S YOU!,Essence /,5 400 km,/ 2022 /,Manuelle,0,0,1,1,0,0,0,22 600 €
RENAULT,Espace,2.0 Blue dCi 160ch Zen EDC E6D-Full,Diesel /,89 880 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,22 600 €
MERCEDES,Classe B,250 e 160+102ch AMG Line Edition 8G-DCT,Hybride R /,17 064 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 600 €
FIAT,Tipo,1.4 95ch Easy 5p,Essence /,102 962 km,/ 2017 /,Manuelle,1,0,1,1,1,0,1,22 600 €
CITROEN,C3,PureTech 82ch Graphic S&S E6.d,Essence /,60 553 km,/ 2019 /,Manuelle,1,0,1,0,1,0,0,22 600 €
PEUGEOT,208,e-208 136ch Allure Pack,Electrique /,5 000 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 600 €
PEUGEOT,308,1.2 PureTech 130ch E6.3 S&S GT Line EAT8,Essence /,45 527 km,/ 2019 /,Automatique,1,1,1,1,1,0,1,22 600 €
RENAULT,Zoe,E-Tech Intens charge normale R110 Achat Integral - 21B,Electrique /,46 820 km,/ 2021 /,Automatique,1,1,1,1,1,1,0,22 600 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch RS Line,Essence M /,11 470 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 600 €
CUPRA,Leon,1.5 eTSI 150ch V DSG7,Essence M /,8 300 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 600 €
MERCEDES,Classe A,180 d 116ch AMG Line 8G-DCT,Diesel /,4 728 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 600 €
DACIA,Lodgy,1.5 Blue dCi 115ch Stepway 7 places - 20,Diesel /,39 810 km,/ 2020 /,Manuelle,1,0,1,1,0,0,1,22 600 €
RENAULT,Espace,1.2 E-Tech full hybrid 200ch esprit Alpine,Hybride /,10 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 600 €
FIAT,500x,1.3 Multijet 16v 95ch Popstar,Diesel /,61 183 km,/ 2016 /,Manuelle,1,0,1,1,1,0,1,22 600 €
PEUGEOT,2008,1.5 BlueHDi 110ch S&S Allure Business 5cv,Diesel /,63 578 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,22 600 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,18 993 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,22 600 €
AUDI,Q4 Sportback E-Tron,55 e-tron 340ch quattro S line,Electrique /,7 000 km,/ 2024 /,Automatique,0,0,1,1,1,1,1,22 600 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Allure,Diesel /,50 184 km,/ 2021 /,Manuelle,1,0,1,1,1,0,1,22 600 €
RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride /,35 000 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 600 €
RENAULT,Clio,1.0 TCe 100ch Business - 20,Essence /,40 500 km,/ 2020 /,Manuelle,1,1,1,1,0,0,1,22 600 €
PEUGEOT,308,e-308 156ch GT,Electrique /,7 000 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,22 600 €
FORD,Puma,1.0 EcoBoost 125ch mHEV ST-Line X,Essence M /,61 221 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,22 600 €
PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence /,30 847 km,/ 2021 /,Manuelle,1,0,1,1,1,0,1,22 600 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Feel EAT8,Diesel /,120 028 km,/ 2020 /,Automatique,1,0,1,1,1,0,1,22 600 €
SEAT,Ateca,2.0 TDI 150ch Start&Stop Xcellence DSG Euro6d-T,Diesel /,21 140 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,25 999 €
FIAT,500,e 118ch Icône,Electrique /,23 945 km,/ 2022 /,Automatique,0,0,1,1,1,0,0,25 999 €
RENAULT,Clio,1.0 SCe 65ch Authentic,Essence /,29 055 km,/ 2022 /,Manuelle,1,1,1,1,0,0,0,25 999 €
NISSAN,Juke,1.0 DIG-T 117ch N-CONNECTA DIG-T 117 BVM + NissanConnect,Essence /,20 855 km,/ 2020 /,Manuelle,1,1,1,1,1,1,1,25 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,50 km,/ 2023 /,Automatique,1,1,1,1,1,0,1,25 999 €
RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride /,21 985 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,25 999 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Feel,Diesel /,38 398 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,25 999 €
CITROEN,C3,PureTech 82ch Shine,Essence /,49 637 km,/ 2019 /,Manuelle,1,0,1,0,1,0,1,25 999 €
RENAULT,Kangoo Van,1.3 TCe 130ch Extra - 22,Essence /,20 076 km,/ 2022 /,Manuelle,0,0,1,1,0,1,1,25 999 €
PEUGEOT,308 Sw,1.2 PureTech 130ch S&S GT EAT8,Essence /,6 900 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,25 999 €
MERCEDES,Glc Coupe,300 de 194+122ch AMG Line 4Matic 9G-Tronic,Hybride R /,59 670 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,25 999 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Style,Essence /,13 856 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,25 999 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT Line EAT8,Diesel /,159 893 km,/ 2020 /,Automatique,0,1,1,1,1,0,1,25 999 €
AUDI,Q3 Sportback,45 TFSI e 245ch S line S tronic 6,Hybride R /,15 724 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,25 999 €
RENAULT,Megane,1.3 TCe 140ch Techno EDC -23,Essence /,3 900 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,25 999 €
DACIA,Sandero,1.0 TCe 90ch Expression,Essence /,2 414 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,25 999 €
TOYOTA,Yaris,120 VVT-i Dynamic 5p MY22,Essence /,5 576 km,/ 2023 /,Manuelle,1,0,1,1,0,1,0,25 999 €
NISSAN,Qashqai,1.5 dCi 115ch Tekna Euro6d-T,Diesel /,64 851 km,/ 2019 /,Manuelle,0,0,1,1,1,1,1,25 999 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,9 317 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,25 999 €
RENAULT,Captur,1.0 TCe 90ch Business -21,Essence /,96 975 km,/ 2021 /,Manuelle,1,1,1,1,0,1,1,25 999 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel /,59 567 km,/ 2022 /,Manuelle,1,0,1,1,0,0,0,25 999 €
PEUGEOT,208,1.2 PureTech 82ch E6.2 Evap Signature 5p,Essence /,40 504 km,/ 2019 /,Manuelle,1,0,1,0,0,0,1,25 999 €
CITROEN,C3,BlueHDi 100ch Feel Business S&S E6.d-TEMP BVM5,Diesel /,82 835 km,/ 2020 /,Manuelle,1,0,1,0,1,0,1,25 999 €
KIA,Sportage,1.6 T-GDi 265ch PHEV GT-Line Premium BVA6 4x4,Hybride R /,9 990 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,25 999 €
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,5 000 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,25 999 €
RENAULT,Scenic,1.5 dCi 110ch energy Business,Diesel /,81 796 km,/ 2018 /,Manuelle,1,0,1,1,1,0,1,25 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,7 951 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,25 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence /,23 485 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,25 999 €
RENAULT,Kadjar,1.2 TCe 130ch energy Graphite,Essence /,44 935 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,25 999 €
RENAULT,Kangoo,E-Tech Electric EV45 120ch DC80kW Equilibre,Electrique /,100 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,25 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,14 145 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,14 499 €
DS,Ds 7 Crossback,E-TENSE 4x4 300ch Grand Chic,Hybride R /,47 319 km,/ 2020 /,Automatique,1,0,0,0,1,1,0,14 499 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,11 685 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,14 499 €
CITROEN,C4 Cactus,BlueHDi 100ch S&S Shine E6.d-TEMP,Diesel /,111 473 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,14 499 €
FORD,C-Max,1.0 EcoBoost 125ch Stop&Start Titanium Euro6.2,Essence /,91 244 km,/ 2018 /,Manuelle,1,0,1,1,1,0,1,14 499 €
PEUGEOT,3008,1.2 PureTech 130ch Allure S&S,Essence /,57 885 km,/ 2018 /,Manuelle,1,0,1,1,1,0,1,14 499 €
DACIA,Duster,1.5 Blue dCi 115ch Techroad 4x2,Diesel /,62 404 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,14 499 €
PEUGEOT,2008,1.5 BlueHDi 120ch E6.c Allure Business S&S EAT6,Diesel /,50 538 km,/ 2019 /,Automatique,1,1,1,0,1,0,1,14 499 €
RENAULT,Megane Estate,1.5 Blue dCi 115ch Techno EDC -23,Diesel /,19 738 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,14 499 €
BMW,X6,M50i 530ch,Essence /,68 323 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,14 499 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence /,38 822 km,/ 2022 /,Manuelle,0,0,1,1,1,0,0,14 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,9 123 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,14 499 €
MERCEDES,Classe B,250 e 163+109ch AMG Line 8G-DCT,Hybride R /,10 000 km,/ 2024 /,Automatique,0,1,1,1,1,1,1,14 499 €
MERCEDES,Classe Sl,43 AMG 381h 9G Speedshift MCT AMG,Essence M /,5 000 km,/ 2023 /,Automatique,0,0,1,1,1,1,0,14 499 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,94 615 km,/ 2018 /,Manuelle,1,1,1,0,1,0,1,14 499 €
RENAULT,Clio,0.9 TCe 90ch Zen 5p,Essence /,63 500 km,/ 2019 /,Manuelle,1,0,1,1,0,0,0,14 499 €
RENAULT,Captur,1.0 TCe 90ch Business -21,Essence /,30 485 km,/ 2022 /,Manuelle,1,1,1,1,0,1,1,14 499 €
RENAULT,Master,F3500 L3 2.3 dCi 135ch Grand Confort Euro6,Diesel /,92 354 km,/ 2020 /,Manuelle,0,0,1,1,0,0,0,14 499 €
MITSUBISHI,Eclipse Cross,2.4 MIVEC PHEV 188ch Instyle 4WD,Hybride R /,28 199 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,14 499 €
FORD,Fiesta,1.1 85ch Trend 5p BVM5,Essence /,51 820 km,/ 2018 /,Manuelle,1,0,1,1,0,0,1,14 499 €
PEUGEOT,208,e-208 136ch Allure Business,Electrique /,21 491 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,14 499 €
CITROEN,C5 Aircross,Hybrid rechargeable 225ch Shine Pack ë-EAT8,Hybride R /,5 555 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,14 499 €
TOYOTA,Yaris,116h Iconic 5p MY21,Hybride /,25 362 km,/ 2021 /,Automatique,0,0,1,1,1,1,0,14 499 €
NISSAN,Qashqai,1.3 DIG-T 158ch N-Connecta DCT 2021,Essence /,48 412 km,/ 2021 /,Automatique,1,0,1,1,1,1,1,14 499 €
RENAULT,Clio,1.2 16v 75ch Zen 5p,Essence /,100 829 km,/ 2018 /,Manuelle,1,0,1,1,0,0,0,14 499 €
RENAULT,Clio,1.2 16v 75ch Life 5p,Essence /,60 458 km,/ 2016 /,Manuelle,1,0,1,0,0,0,0,14 499 €
JEEP,Cherokee,2.0 MultiJet 140ch Limited S/S,Diesel /,105 212 km,/ 2015 /,Manuelle,1,0,1,0,1,0,0,14 499 €
CITROEN,C3 Aircross,PureTech 110ch S&S Live,Essence /,24 111 km,/ 2022 /,Manuelle,1,1,1,1,0,0,0,14 499 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Style,Essence /,20 197 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,14 499 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Business,Diesel /,118 930 km,/ 2019 /,Manuelle,0,0,1,1,1,1,1,14 499 €
PEUGEOT,508,BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,10 003 km,/ 2021 /,Automatique,1,0,1,0,1,1,1,27 799 €
PEUGEOT,3008,1.2 PureTech 130ch E6.c Allure S&S EAT8,Essence /,66 506 km,/ 2018 /,Automatique,1,0,1,1,1,0,1,27 799 €
NISSAN,Juke,1.0 DIG-T 114ch N-Connecta DCT 2021.5,Essence /,19 771 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,27 799 €
LEXUS,Ux,250h 2WD Luxe,Hybride /,9 500 km,/ 2024 /,Automatique,0,0,1,1,1,1,1,27 799 €
FORD,Explorer,3.0 EcoBoost 457ch Parallel PHEV Platinum i-AWD BVA10 25cv,Hybride R /,8 000 km,/ 2023 /,Automatique,0,0,1,1,1,0,1,27 799 €
SMART,Fortwo Coupe,71ch prime twinamic E6c,Essence /,2 515 km,/ 2019 /,Automatique,1,0,1,1,1,0,0,27 799 €
RENAULT,Clio,1.6 E-Tech 140ch Première Edition,Hybride /,112 096 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,27 799 €
JAGUAR,F-Pace,V6 3.0D 300ch Portfolio AWD BVA8,Diesel /,104 106 km,/ 2017 /,Automatique,0,0,1,1,1,1,1,27 799 €
NISSAN,Qashqai,1.6 dCi 130ch N-Connecta,Diesel /,71 413 km,/ 2018 /,Manuelle,1,0,1,1,1,1,1,27 799 €
NISSAN,Qashqai,1.3 Mild Hybrid 158ch Tekna Xtronic,Essence M /,36 145 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,27 799 €
MERCEDES,Classe A,200 163ch Progressive Line 7G-DCT,Essence /,90 150 km,/ 2018 /,Automatique,0,0,1,1,1,1,1,27 799 €
RENAULT,Grand Scenic,1.6 dCi 130ch Energy Intens,Diesel /,104 750 km,/ 2017 /,Manuelle,0,1,1,1,1,1,1,27 799 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno Fast Track,Essence M /,6 019 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,27 799 €
RENAULT,Arkana,1.6 E-Tech 145ch Intens -21B,Hybride /,38 527 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,27 799 €
BMW,X3,xDrive25dA 231ch M Sport Euro6c,Diesel /,106 793 km,/ 2019 /,Automatique,0,1,1,1,1,0,1,27 799 €
MERCEDES,Classe A,180d 116ch Progressive Line 8G-DCT,Diesel /,12 298 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,27 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,40 492 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,27 799 €
PEUGEOT,3008,HYBRID 225ch GT e-EAT8,Hybride /,58 502 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,27 799 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,33 400 km,/ 2021 /,Manuelle,0,0,1,1,0,0,1,27 799 €
BMW,X4,xDrive20d 190ch M Sport 10cv,Diesel M /,55 100 km,/ 2021 /,Automatique,0,0,1,1,1,0,1,27 799 €
MERCEDES,Classe A,180d 116ch AMG Line 8G-DCT,Diesel /,65 785 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,27 799 €
RENAULT,Captur,1.3 TCe 140ch Intens,Essence /,24 731 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,27 799 €
