mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M /,2 933 km,/ 2023 /,Manuelle,0,0,1,1,1,1,1,17 490 €
VOLKSWAGEN,T-Roc,2.0 TDI 150ch Style 4Motion DSG7,Diesel /,20 750 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,17 490 €
KIA,Pro Ceed,1.6 T-GDI 204ch GT DCT7,Essence /,9 990 km,/ 2024 /,Automatique,0,0,1,1,1,1,1,17 490 €
RENAULT,Captur,1.6 E-Tech Plug-in 160ch Intens,Hybride R /,51 400 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,17 490 €
MERCEDES,Glc,300 e 313ch AMG Line 4Matic 9G-Tronic,Hybride R /,5 000 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,17 490 €
PEUGEOT,208,1.2 PureTech 100ch S&S GT,Essence /,15 227 km,/ 2023 /,Manuelle,0,0,1,1,1,1,1,17 490 €
DACIA,Sandero,1.0 SCe 75ch Essentiel - 19,Essence /,64 425 km,/ 2019 /,Manuelle,1,0,0,1,0,0,0,17 490 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,10 269 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,15 799 €
BMW,X1,xDrive18dA 150ch xLine,Diesel /,123 994 km,/ 2017 /,Automatique,1,1,1,1,1,0,1,15 799 €
CITROEN,C4,BlueHDi 130ch S&S Shine Pack EAT8,Diesel /,82 000 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,15 799 €
RENAULT,Megane,1.5 Blue dCi 115ch Intens -21N,Diesel /,71 236 km,/ 2021 /,Manuelle,0,1,1,1,1,1,1,15 799 €
RENAULT,Arkana,1.3 TCe mild hybrid 160ch RS Line EDC -22,Essence M /,1 993 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,15 799 €
PEUGEOT,3008,HYBRID 225ch GT Line e-EAT8,Hybride R /,69 886 km,/ 2020 /,Automatique,0,1,1,1,1,0,1,15 799 €
PEUGEOT,208,1.2 PureTech 68ch E6.c Like 5p,Essence /,118 445 km,/ 2018 /,Manuelle,1,0,1,0,0,0,0,15 799 €
MASERATI,Ghibli,2.0 L4 330ch GranSport,Essence M /,14 500 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,15 799 €
PEUGEOT,Expert,XL 100 kW Batterie 75 kWh,Electrique /,5 000 km,/ 2024 /,Automatique,0,0,1,1,0,0,1,15 799 €
HYUNDAI,I20,1.6 T-GDi 204ch N,Essence /,26 067 km,/ 2021 /,Manuelle,0,0,1,1,1,1,1,15 799 €
RENAULT,Megane,E-Tech Electric EV60 220ch Techno super charge,Electrique /,10 000 km,/ 2024 /,Automatique,0,1,1,1,1,1,1,15 799 €
RENAULT,Kangoo Express,1.5 Blue dCi 95ch Extra R-Link,Diesel /,53 620 km,/ 2020 /,Manuelle,0,0,1,1,0,0,0,15 799 €
PEUGEOT,308,1.2 Puretech 110ch Style S&S 5p,Essence /,98 036 km,/ 2016 /,Manuelle,1,1,1,0,1,0,0,15 799 €
MINI,Mini,One 102ch Euro6d-T,Essence /,44 460 km,/ 2019 /,Manuelle,0,0,1,1,0,1,1,15 799 €
BMW,X1,sDrive16dA 116ch Business Design DKG7,Diesel /,56 446 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,15 799 €
RENAULT,Captur,1.0 TCe 100ch Business - 20,Essence /,35 245 km,/ 2020 /,Manuelle,1,1,1,1,0,1,1,15 799 €
AUDI,A1 Allstreet,30 TFSI 110ch Avus S tronic 7,Essence /,7 000 km,/ 2024 /,Automatique,0,1,1,1,1,1,1,15 799 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack 122g,Essence /,19 252 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,15 799 €
DS,Ds 3,E-Tense 156ch Opera,Electrique /,7 542 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,15 799 €
RENAULT,Austral,1.3 TCe mild hybrid 160ch Techno auto,Essence M /,6 484 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active Business,Essence /,28 098 km,/ 2021 /,Manuelle,1,0,1,1,0,0,1,15 799 €
FORD,Transit Courier,1.5 TDCI 100ch Stop&Start Ambiente,Diesel /,35 800 km,/ 2020 /,Manuelle,0,0,0,1,0,0,0,15 799 €
RENAULT,Megane,E-Tech Electric EV40 130ch Techno standard charge,Electrique /,17 379 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,15 799 €
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch Life Plus DSG7,Essence /,10 544 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,15 799 €
PEUGEOT,2008,1.2 PureTech 110ch Crossway S&S EAT6,Essence /,64 053 km,/ 2018 /,Automatique,0,1,1,0,1,1,1,15 799 €
RENAULT,Modus,1.2 16v 75ch Modus.com,Essence /,138 624 km,/ 2012 /,Manuelle,1,0,0,0,0,0,0,15 799 €
KIA,Sportage,1.7 CRDi 115ch ISG Active 4X2,Diesel /,78 898 km,/ 2015 /,Manuelle,1,0,1,1,1,1,1,15 799 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active Pack,Essence /,24 481 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,15 799 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence /,15 785 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,15 799 €
MG,Mg5,EV 156ch - 61kWh Luxury,Electrique /,16 450 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,15 799 €
LAND-ROVER,Range Rover Velar,2.0 P400e 404ch PHEV Dynamic HSE AWD BVA,Hybride R /,12 000 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,89 990 €
DACIA,Duster,1.5 dCi 110ch Prestige 4X2 EDC,Diesel /,78 820 km,/ 2018 /,Automatique,1,0,1,1,1,1,1,89 990 €
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV ST-Line X e-CVT 13cv,Hybride R /,70 500 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,89 990 €
PEUGEOT,2008,1.2 PureTech 110ch Crossway S&S EAT6,Essence /,83 033 km,/ 2018 /,Automatique,0,1,1,0,1,1,1,89 990 €
PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S&S BVM5 Premium,Diesel /,80 597 km,/ 2020 /,Manuelle,0,0,1,1,0,0,1,89 990 €
NISSAN,Leaf,150ch 40kWh Tekna 21.5,Electrique /,22 704 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,89 990 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,46 200 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,89 990 €
TOYOTA,Rav4,Hybride Rechargeable 306ch Design AWD,Hybride /,45 174 km,/ 2021 /,Automatique,1,1,1,1,1,1,1,89 990 €
PEUGEOT,2008,1.2 PureTech 130ch E6.c Allure S&S,Essence /,65 050 km,/ 2019 /,Manuelle,1,1,1,0,1,0,1,89 990 €
RENAULT,Zoe,Life charge normale R110,Electrique /,11 582 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,89 990 €
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c GT Line S&S EAT8,Diesel /,76 678 km,/ 2019 /,Automatique,0,1,1,1,1,0,1,89 990 €
FIAT,500,1.0 70ch BSG S&S Club,Essence M /,100 km,/ 2024 /,Manuelle,1,0,0,1,1,0,1,89 990 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active Pack,Essence /,40 045 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,89 990 €
TOYOTA,C-Hr,122h Dynamic 2WD E-CVT MY20,Hybride /,46 120 km,/ 2021 /,Automatique,1,0,1,1,1,1,0,89 990 €
PEUGEOT,5008,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,Diesel /,125 323 km,/ 2019 /,Automatique,1,0,1,1,1,0,1,89 990 €
PEUGEOT,308,1.2 Puretech 110ch Style S&S 5p,Essence /,77 543 km,/ 2017 /,Manuelle,1,1,1,0,1,0,0,89 990 €
RENAULT,Clio,1.3 TCe 140ch RS Line,Essence /,3 067 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,89 990 €
RENAULT,Espace,1.2 E-Tech full hybrid 200ch Iconic,Hybride /,15 500 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,89 990 €
RENAULT,Kadjar,1.3 TCe 140ch FAP Limited EDC - 21,Essence /,36 418 km,/ 2021 /,Automatique,1,0,1,1,1,1,1,89 990 €
AUDI,Q5,2.0 TDI 190ch S line quattro S tronic 7,Diesel /,68 866 km,/ 2018 /,Automatique,1,1,1,1,1,0,1,89 990 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression CVT,Essence /,34 680 km,/ 2022 /,Automatique,1,1,1,1,0,0,1,89 990 €
RENAULT,Koleos,1.3 TCe 160ch Initiale Paris EDC -B,Essence /,1 728 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,89 990 €
BMW,X2,xDrive25eA 220ch M Sport Euro6d-T,Hybride R /,33 702 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,89 990 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,52 161 km,/ 2017 /,Manuelle,1,1,1,0,1,0,1,89 990 €
BMW,X2,sDrive18d 150ch M Sport Euro6d-T 119g,Diesel /,99 554 km,/ 2018 /,Manuelle,0,1,1,1,1,1,1,89 990 €
RENAULT,Clio,1.0 TCe 90ch Evolution,Essence /,500 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,89 990 €
MITSUBISHI,Eclipse Cross,2.4 MIVEC PHEV 188ch Instyle 4WD,Hybride R /,7 000 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,89 990 €
PEUGEOT,2008,1.2 PureTech 82ch Style,Essence /,66 986 km,/ 2016 /,Manuelle,1,1,1,0,0,0,0,89 990 €
CITROEN,C5 Aircross,Hybrid rechargeable 225ch C-Series ë-EAT8,Hybride R /,24 807 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,89 990 €
VOLVO,Xc40,T2 129ch Momentum,Essence /,46 855 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,89 990 €
RENAULT,Arkana,1.6 E-Tech 145ch Intens,Hybride /,55 574 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,23 499 €
TOYOTA,Yaris,130h Première MC24,Hybride /,9 000 km,/ 2024 /,Automatique,0,0,1,1,1,1,1,23 499 €
DACIA,Duster,1.3 TCe 130ch FAP Prestige 135g 4x2 - 19,Essence /,86 181 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,23 499 €
AUDI,Q2,35 TFSI 150ch COD S line S tronic 7 Euro6d-T,Essence /,60 118 km,/ 2019 /,Automatique,1,1,1,1,1,0,1,23 499 €
DS,Ds 3 Crossback,PureTech 100ch Performance Line,Essence /,36 954 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,23 499 €
RENAULT,Arkana,1.6 E-Tech hybride 145ch Engineered -22,Hybride /,2 095 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,23 499 €
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c GT Line S&S 111g,Diesel /,63 000 km,/ 2019 /,Manuelle,0,1,1,1,1,0,1,23 499 €
RENAULT,Clio,1.6 E-Tech hybride 140ch Intens -21N,Hybride /,23 182 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,23 499 €
RENAULT,Kadjar,1.5 Blue dCi 115ch Intens - 21,Diesel /,82 241 km,/ 2021 /,Manuelle,0,1,1,1,1,1,1,23 499 €
PEUGEOT,2008,1.2 PureTech 110ch E6.c Allure S&S,Essence /,90 321 km,/ 2019 /,Manuelle,1,1,1,0,1,1,1,23 499 €
DS,Ds 7 Crossback,BlueHDi 130ch Performance Line 102g,Diesel /,107 054 km,/ 2019 /,Manuelle,1,0,0,0,1,0,1,23 499 €
BMW,Serie 4 Coupe,420dA xDrive 190ch M Sport,Diesel M /,94 609 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,23 499 €
PEUGEOT,508,BlueHDi 130ch S&S Active Pack EAT8,Diesel /,58 161 km,/ 2021 /,Automatique,1,0,1,1,1,1,1,23 499 €
PORSCHE,911 Targa,Targa 4S PDK,Essence /,60 976 km,/ 2014 /,Automatique,1,0,1,0,1,0,1,23 499 €
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,100 km,/ 2024 /,Automatique,1,1,1,0,1,1,1,23 499 €
PEUGEOT,308,1.2 PureTech 130ch E6.c S&S GT Line EAT8,Essence /,38 038 km,/ 2018 /,Automatique,1,1,1,1,1,0,1,23 499 €
NISSAN,Qashqai,1.5 dCi 115ch N-Connecta 2019 Euro6-EVAP,Diesel /,48 363 km,/ 2020 /,Manuelle,1,0,1,1,1,1,1,23 499 €
RENAULT,Captur,1.3 TCe 160ch FAP Intens EDC -21,Essence M /,8 667 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,23 499 €
RENAULT,Megane,E-Tech Electric EV60 220ch Techno super charge,Electrique /,25 536 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,23 499 €
RENAULT,Clio,1.3 TCe 140ch RS Line,Essence /,8 730 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,23 499 €
PEUGEOT,308,1.2 PureTech 110ch E6.3 S&S Tech Edition,Essence /,82 924 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,23 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,36 317 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,23 499 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,21 352 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,23 499 €
CITROEN,C3 Aircross,BlueHDi 100ch S&S Feel E6.d 121g,Diesel /,118 990 km,/ 2020 /,Manuelle,1,0,1,1,0,0,0,23 499 €
VOLKSWAGEN,T-Roc Cabriolet,1.5 TSI EVO 150ch R-Line DSG7,Essence /,42 133 km,/ 2021 /,Automatique,1,0,1,1,1,1,1,23 499 €
PEUGEOT,3008,HYBRID 225ch GT Line e-EAT8 10cv,Hybride R /,39 622 km,/ 2020 /,Automatique,0,0,1,1,1,0,1,23 499 €
DACIA,Duster,1.0 ECO-G 100ch Prestige 4x2,Gpl /,72 459 km,/ 2022 /,Manuelle,1,0,1,1,1,1,1,23 499 €
RENAULT,Austral,1.2 E-Tech full hybrid 200ch Iconic,Hybride /,19 524 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,23 499 €
DS,Ds 3 Crossback,E-Tense So Chic 4cv,Electrique /,54 000 km,/ 2020 /,Automatique,1,0,1,1,1,0,1,23 499 €
SEAT,Arona,1.0 EcoTSI 115ch Start/Stop FR DSG 7,Essence /,68 041 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,23 499 €
RENAULT,Kadjar,1.3 TCe 140ch FAP Business - 21,Essence /,47 291 km,/ 2021 /,Manuelle,1,0,1,1,1,1,1,17 680 €
TOYOTA,Rav4,Hybride 218ch Black Edition 2WD MY21,Hybride /,29 101 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,17 680 €
VOLKSWAGEN,Tiguan,2.0 TDI 200ch R-Line Exclusive 4Motion DSG7,Diesel /,100 km,/ 2024 /,Automatique,0,0,1,1,1,1,1,17 680 €
RENAULT,Captur,1.3 TCe mild hybrid 160ch Techno EDC,Essence M /,11 028 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,17 680 €
NISSAN,Micra,1.0 IG-T 92ch Acenta 2021.5,Essence /,10 km,/ 2023 /,Manuelle,1,0,1,1,0,0,0,17 680 €
TOYOTA,Rav4,Hybride 222ch Dynamic AWD-i MY20,Hybride /,72 405 km,/ 2020 /,Automatique,1,1,1,1,1,1,1,17 680 €
MERCEDES,Gla,180 Inspiration,Essence /,75 000 km,/ 2017 /,Manuelle,1,1,1,1,1,0,0,17 680 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,7 066 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,17 680 €
AUDI,A4,35 TDI 163ch S line S tronic 7 9cv,Diesel M /,49 908 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,17 680 €
HYUNDAI,Tucson,1.6 CRDI 115ch hybrid 48V Business Euro6d-Evap,Diesel M /,76 934 km,/ 2019 /,Manuelle,0,1,1,1,1,1,1,17 680 €
RENAULT,Espace,1.2 E-Tech full hybrid 200ch esprit Alpine,Hybride /,5 000 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,17 680 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression CVT,Essence /,2 383 km,/ 2023 /,Automatique,1,1,1,1,1,0,1,17 680 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Style,Essence /,12 085 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,17 680 €
RENAULT,Zoe,Life charge normale R110 Achat Intégral - 20,Electrique /,41 835 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,17 680 €
AUDI,A3,1.4 TFSI CoD 150ch Design S tronic 7,Essence /,48 560 km,/ 2017 /,Automatique,1,0,1,1,1,0,1,17 680 €
MERCEDES,Glc,300 de 333ch AMG Line 4Matic 9G-Tronic,Hybride R /,9 900 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,17 680 €
RENAULT,Zoe,Zen charge normale R110 Achat Intégral,Electrique /,22 102 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,17 680 €
RENAULT,Kangoo Van,1.5 Blue dCi 95ch Extra,Diesel /,20 494 km,/ 2021 /,Manuelle,0,0,1,1,0,1,0,17 680 €
RENAULT,Twingo,1.0 SCe 70ch Zen Euro6c,Essence /,56 400 km,/ 2018 /,Manuelle,1,0,0,1,0,0,0,17 680 €
MERCEDES,Classe A,180d 116ch Progressive Line 8G-DCT,Diesel /,57 174 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,17 680 €
RENAULT,Captur,1.5 Blue dCi 115ch Intens,Diesel /,32 604 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,17 680 €
CITROEN,C4 Cactus,PureTech 110ch S&S Shine EAT6 E6.d-TEMP,Essence /,71 061 km,/ 2019 /,Automatique,1,0,1,1,1,1,1,17 680 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,10 300 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,17 680 €
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Allure S&S 6cv,Diesel /,98 453 km,/ 2019 /,Manuelle,0,1,1,1,1,0,1,17 680 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S GT,Diesel /,19 750 km,/ 2021 /,Manuelle,0,1,1,1,1,1,1,17 680 €
PEUGEOT,2008,130ch S&S GT,Essence /,25 471 km,/ 2021 /,Manuelle,0,1,1,1,1,1,1,17 680 €
PEUGEOT,308,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,10 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,17 680 €
RENAULT,Kangoo Van,L1 E-Tech EV45 11kw Extra,Electrique /,100 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,17 680 €
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Crossway S&S EAT8,Diesel /,81 952 km,/ 2019 /,Automatique,1,0,1,1,1,0,1,17 680 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno Fast Track,Essence M /,4 440 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,17 680 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2,Diesel /,49 604 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,16 999 €
DACIA,Duster,1.0 ECO-G 100ch Prestige 4x2,Gpl /,53 107 km,/ 2022 /,Manuelle,1,0,1,1,1,1,1,16 999 €
HYUNDAI,Ioniq,Plug-in 141ch Creative,Hybride R /,70 500 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,16 999 €
FIAT,Tipo,1.4 T-Jet 120ch Lounge S/S 5p,Essence /,95 412 km,/ 2016 /,Manuelle,0,1,1,1,1,1,1,16 999 €
DACIA,Spring,Expression,Electrique /,10 730 km,/ 2023 /,Automatique,1,0,0,1,0,1,1,16 999 €
RENAULT,Clio,1.6 E-Tech hybride 140ch Business -21N,Hybride /,37 695 km,/ 2021 /,Automatique,1,1,1,1,0,0,1,16 999 €
MG,Mg5,EV 177ch - 50kWh Comfort,Electrique /,1 706 km,/ 2022 /,Automatique,1,1,1,1,0,1,1,16 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence /,10 449 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,16 999 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT Line 7cv,Essence /,46 915 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,16 999 €
PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence /,100 191 km,/ 2017 /,Manuelle,1,1,1,0,1,0,1,16 999 €
DACIA,Duster,1.3 TCe 130ch FAP Prestige 4x2,Essence /,45 176 km,/ 2019 /,Manuelle,1,0,1,1,1,1,1,16 999 €
PEUGEOT,3008,1.2 PureTech 130ch GT Line S&S,Essence /,32 579 km,/ 2018 /,Manuelle,0,1,1,1,1,0,1,16 999 €
PEUGEOT,208,e-208 136ch Style,Electrique /,12 908 km,/ 2021 /,Automatique,1,1,1,1,1,0,1,16 999 €
RENAULT,Zoe,Business charge normale R110 - 20,Electrique /,31 718 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,16 999 €
TOYOTA,Yaris,116h Collection 5p MY22,Hybride /,14 671 km,/ 2022 /,Automatique,1,1,1,1,1,1,0,16 999 €
RENAULT,Captur,1.0 TCe 100ch Business GPL - 21,Gpl /,15 000 km,/ 2021 /,Manuelle,1,1,1,1,0,1,1,16 999 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta + Pack Design,Essence M /,37 737 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,16 999 €
PORSCHE,911 Coupe,3.0 450ch 4 GTS PDK,Essence /,47 516 km,/ 2017 /,Automatique,0,1,1,1,1,0,0,16 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack 118g,Essence /,7 070 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,16 999 €
PEUGEOT,3008,HYBRID4 300ch GT e-EAT8,Hybride /,20 528 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,16 999 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Shine EAT8,Diesel /,60 815 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,16 999 €
NISSAN,Leaf,150ch 40kWh Acenta 21.5,Electrique /,8 306 km,/ 2021 /,Automatique,1,0,1,1,1,1,0,16 999 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active,Essence /,6 000 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,16 999 €
RENAULT,Captur,1.3 TCe 130ch FAP Intens EDC,Essence /,37 011 km,/ 2020 /,Automatique,1,1,1,1,1,0,1,16 999 €
CUPRA,Formentor,1.4 e-HYBRID 245ch VZ DSG6,Hybride R /,47 170 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,16 999 €
PEUGEOT,308,1.2 Puretech 130ch Allure S&S EAT6 5p,Essence /,84 748 km,/ 2016 /,Automatique,1,1,1,0,1,1,0,16 999 €
PEUGEOT,408,PHEV 225ch Allure Pack e-EAT8,Hybride /,9 000 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,16 999 €
OPEL,Grandland X,1.5 D 130ch Innovation BVA,Diesel /,79 553 km,/ 2018 /,Automatique,1,0,1,1,1,0,1,16 999 €
RENAULT,Talisman,1.3 TCe 160ch FAP Intens EDC E6D-Full,Essence /,26 510 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,16 999 €
RENAULT,Clio,1.5 Blue dCi 100ch Evolution,Diesel /,40 706 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,16 999 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT EAT8,Essence /,26 365 km,/ 2020 /,Automatique,1,1,0,1,1,1,1,19 490 €
