mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
SKODA,Karoq,2.0 TDI 150ch SCR Sportline 4x4 DSG Euro6ap,Diesel /,58 620 km,2020 /,Automatique,0,1,1,1,1,1,1,48 999 €
VOLKSWAGEN,Crafter,35 L3H3 2.0 TDI 140ch Business Traction,Diesel /,42 170 km,2022 /,Manuelle,0,0,1,1,1,0,1,48 999 €
BMW,Serie 5,520dA xDrive 197ch M Sport,Diesel M /,10 km,2024 /,Automatique,0,1,1,1,1,1,1,48 999 €
CITROEN,C3,1.2 PureTech 83ch S&S YOU!,Essence /,34 350 km,2022 /,Manuelle,0,0,1,1,0,0,0,48 999 €
PEUGEOT,208,e-208 136ch GT,Electrique /,40 311 km,2021 /,Automatique,0,0,1,1,1,1,1,48 999 €
DS,Ds 7 Crossback,PureTech 225ch Grand Chic Automatique,Essence /,107 512 km,2018 /,Automatique,1,0,0,0,1,1,0,48 999 €
LAND-ROVER,Range Rover Sport,5.0 V8 S/C 575ch SVR Mark VII,Essence /,47 636 km,2019 /,Automatique,0,0,1,1,1,1,1,48 999 €
AUDI,A1,1.4 TFSI 125ch Midnight Series S tronic 7,Essence /,80 462 km,2018 /,Automatique,1,0,1,1,1,0,1,48 999 €
DS,Ds 7 Crossback,BlueHDi 180ch Performance Line + Automatique,Diesel /,70 914 km,2020 /,Automatique,1,0,0,0,1,1,0,48 999 €
RENAULT,Kadjar,1.2 TCe 130ch energy Intens,Essence /,16 877 km,2020 /,Manuelle,0,1,1,1,1,1,1,48 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Roadtrip EAT8,Essence /,7 579 km,2021 /,Automatique,0,1,1,1,1,1,1,48 999 €
BMW,Serie 2 Gran Coupe,M235iA xDrive 306ch Edition M Sport Pro,Essence /,5 000 km,2023 /,Automatique,0,0,1,1,1,1,1,48 999 €
BMW,I3,170ch 120Ah iLife Atelier,Electrique /,12 500 km,2020 /,Automatique,1,1,1,1,1,0,1,48 999 €
NISSAN,Juke,1.2 DIG-T 115ch Connect Edition,Essence /,75 715 km,2015 /,Manuelle,1,1,1,1,1,1,0,48 999 €
RENAULT,Austral,1.2 TCe mild hybrid advanced 130ch Techno,Essence M /,19 900 km,2023 /,Manuelle,0,1,1,1,1,1,1,29 990 €
RENAULT,Megane,E-Tech Electric EV40 130ch Equilibre standard charge,Electrique /,18 598 km,2022 /,Automatique,1,1,1,1,0,1,1,29 990 €
PEUGEOT,408,PHEV 225ch Allure Pack e-EAT8,Hybride /,10 000 km,2023 /,Automatique,0,1,1,1,1,1,1,29 990 €
FIAT,600,e 156ch 54kWh La Prima,Electrique /,3 000 km,2023 /,Automatique,0,1,1,1,1,1,1,29 990 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Shine EAT8 E6.d,Diesel /,34 364 km,2021 /,Automatique,0,1,1,1,1,0,1,29 990 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,13 195 km,2022 /,Manuelle,1,0,1,1,0,0,1,29 990 €
BMW,Z4 Roadster,sDrive20iA 197ch M Sport,Essence /,100 km,2024 /,Automatique,0,1,1,1,1,0,1,29 990 €
DS,Ds 3 Crossback,E-Tense Grand Chic 4cv,Electrique /,17 245 km,2020 /,Automatique,0,0,1,1,1,1,1,29 990 €
NISSAN,Micra,1.0 IG-T 100ch Made in France 2019 Euro6-EVAP,Essence /,55 700 km,2019 /,Manuelle,1,0,1,1,0,0,0,29 990 €
TOYOTA,Corolla,122h Design MY20,Hybride /,58 363 km,2020 /,Automatique,1,1,1,1,1,1,0,29 990 €
RENAULT,Clio,1.0 TCe 90ch Intens -21N,Essence /,21 200 km,2022 /,Manuelle,1,1,1,1,1,0,1,29 990 €
PEUGEOT,208,e-208 136ch Style,Electrique /,26 487 km,2022 /,Automatique,1,1,1,1,1,0,1,29 990 €
CITROEN,C5 Aircross,Hybrid 225ch Shine Pack e-EAT8,Hybride R /,34 500 km,2021 /,Automatique,1,1,1,1,1,0,1,29 990 €
RENAULT,Captur,1.5 dCi 90ch Stop&Start energy Intens eco² Euro6 2016,Diesel /,118 000 km,2016 /,Manuelle,1,0,1,1,1,0,0,29 990 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Roadtrip,Diesel /,12 000 km,2022 /,Manuelle,0,0,1,1,1,1,1,29 990 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8,Essence /,57 680 km,2021 /,Automatique,1,1,1,1,1,0,1,29 990 €
RENAULT,Captur,0.9 TCe 90ch energy Intens Euro6c,Essence /,78 433 km,2018 /,Manuelle,1,1,1,1,1,0,1,29 990 €
VOLKSWAGEN,T-Cross,1.0 TSI 115ch Style DSG7,Essence /,5 000 km,2024 /,Automatique,0,1,1,1,1,1,1,29 990 €
RENAULT,Master,F3500 L2H2 2.3 dCi 135ch Grand Confort E6,Diesel /,41 104 km,2022 /,Manuelle,0,0,1,1,0,0,0,29 990 €
AUDI,Q4 Sportback E-Tron,45 e-tron 265ch quattro S line,Electrique /,7 000 km,2023 /,Automatique,0,0,1,1,1,1,1,29 990 €
FORD,Focus,1.5 EcoBlue 120ch ST-Line,Diesel /,54 161 km,2020 /,Manuelle,0,0,1,1,1,0,1,29 990 €
TOYOTA,Yaris,116h Design 5p MY22,Hybride /,9 990 km,2023 /,Automatique,1,1,1,1,1,1,0,29 990 €
KIA,Niro,1.6 GDi 105ch ISG + électrique 43.5ch Design DCT6 Euro6d-T,Hybride /,44 647 km,2019 /,Automatique,0,1,1,1,1,1,1,29 990 €
OPEL,Crossland X,1.2 Turbo 130ch Elegance Business BVA,Essence /,11 999 km,2022 /,Automatique,0,1,1,1,1,1,1,29 990 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,9 996 km,2022 /,Manuelle,1,1,1,1,0,0,1,29 990 €
MITSUBISHI,Space Star,1.2 MIVEC 71ch Red Line EDITION 2024,Essence /,5 000 km,2023 /,Manuelle,1,0,1,1,1,0,0,29 990 €
MERCEDES,Classe A,200 d 150ch AMG Line 8G-DCT,Diesel /,30 361 km,2021 /,Automatique,0,0,1,1,1,1,1,29 990 €
PEUGEOT,2008,1.2 PureTech 110ch E6.c Signature S&S EAT6,Essence /,78 781 km,2019 /,Automatique,1,1,1,0,1,0,1,29 990 €
NISSAN,Qashqai,1.5 dCi 115ch N-TEC 2019 Euro6-EVAP,Diesel /,56 022 km,2020 /,Manuelle,1,0,1,1,1,1,1,29 990 €
CITROEN,C3,PureTech 82ch Graphic S&S E6.d-TEMP,Essence /,37 000 km,2019 /,Manuelle,1,0,1,0,1,0,0,29 990 €
NISSAN,Qashqai,1.5 dCi 115ch N-TEC 2019 Euro6-EVAP,Diesel /,56 022 km,2020 /,Manuelle,1,0,1,1,1,1,1,20 999 €
CITROEN,C3,PureTech 82ch Graphic S&S E6.d-TEMP,Essence /,37 000 km,2019 /,Manuelle,1,0,1,0,1,0,0,20 999 €
BMW,Serie 2 Coupe,M240iA 374ch,Essence /,10 990 km,2022 /,Automatique,1,1,1,1,1,0,1,20 999 €
RENAULT,Zoe,Life charge normale R110 - 20,Electrique /,32 408 km,2020 /,Automatique,1,1,1,1,0,0,0,20 999 €
TOYOTA,Yaris,100h Dynamic Business 5p,Hybride /,69 566 km,2018 /,Automatique,1,0,1,1,1,1,1,20 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,14 358 km,2022 /,Manuelle,1,0,1,1,0,0,1,20 999 €
DACIA,Sandero,1.0 SCe 75ch Essentiel - 19,Essence /,104 391 km,2019 /,Manuelle,1,0,0,1,0,0,0,20 999 €
PEUGEOT,5008,1.2 PureTech 130ch Crossway S&S,Essence /,103 736 km,2018 /,Manuelle,1,0,1,1,1,0,1,20 999 €
CITROEN,C3,PureTech 110ch Origins S&S E6.d,Essence /,68 000 km,2019 /,Manuelle,1,0,1,0,1,1,0,20 999 €
RENAULT,Clio,1.0 SCe 65ch Evolution,Essence /,18 971 km,2023 /,Manuelle,1,1,1,1,0,0,1,20 999 €
RENAULT,Clio,1.0 TCe 100ch Intens GPL,Gpl /,37 407 km,2020 /,Manuelle,1,1,1,1,1,0,1,20 999 €
VOLKSWAGEN,Taigo,1.0 TSI 110ch Life,Essence /,10 644 km,2023 /,Manuelle,1,0,1,1,1,0,0,20 999 €
BMW,X2,xDrive25eA 220ch M Sport Euro6d-T,Hybride R /,82 457 km,2020 /,Automatique,0,1,1,1,1,1,1,20 999 €
HYUNDAI,I30,1.6 CRDi 110ch Edition 1,Diesel /,108 550 km,2017 /,Manuelle,0,1,1,1,1,1,1,20 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence /,28 500 km,2022 /,Manuelle,0,0,1,1,1,0,1,20 999 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Style,Essence /,9 461 km,2023 /,Manuelle,1,1,1,1,1,0,1,20 999 €
RENAULT,Koleos,1.3 TCe 160ch Initiale Paris EDC -B,Essence /,9 550 km,2023 /,Automatique,0,0,1,1,1,1,1,20 999 €
DS,Ds 7 Crossback,BlueHDi 180ch Performance Line + Automatique,Diesel /,89 623 km,2021 /,Automatique,1,0,0,0,1,1,0,20 999 €
RENAULT,Twingo,1.0 SCe 65ch Equilibre,Essence /,11 340 km,2022 /,Manuelle,1,0,0,1,1,0,0,20 999 €
OPEL,Crossland X,1.2 Turbo 110ch Design 120 ans BVA Euro 6d-T,Essence /,56 499 km,2019 /,Automatique,1,0,1,1,1,0,1,20 999 €
RENAULT,Megane,E-Tech Electric EV60 220ch Equilibre optimum charge -B,Electrique /,9 000 km,2023 /,Automatique,1,1,1,1,0,1,1,20 999 €
KIA,Sportage,1.6 CRDi 136ch ISG GT Line Premium 4x2,Diesel /,92 149 km,2019 /,Manuelle,0,0,1,1,1,0,1,20 999 €
NISSAN,Qashqai,1.7 dCi 150ch Tekna Intelligent 4x4 2019,Diesel /,106 020 km,2019 /,Manuelle,0,1,1,1,1,1,1,20 999 €
PEUGEOT,3008,Plug-in Hybrid 225ch Allure Pack e-EAT8,Hybride R /,6 936 km,2023 /,Automatique,0,1,1,1,1,1,1,20 999 €
RENAULT,Megane,1.5 Blue dCi 115ch Evolution -23,Diesel /,8 885 km,2023 /,Manuelle,1,1,1,1,1,0,1,20 999 €
CITROEN,C5 Aircross,PureTech 130ch S&S C-Series,Essence /,16 000 km,2023 /,Manuelle,0,1,1,1,1,1,1,20 999 €
OPEL,Mokka,Mokka-e 136ch GS Line,Electrique /,4 500 km,2022 /,Automatique,0,1,1,1,1,1,1,20 999 €
PEUGEOT,308,1.2 PureTech 110ch S&S Allure Basse Consommation,Essence /,37 126 km,2017 /,Manuelle,1,0,1,1,1,0,1,20 999 €
PEUGEOT,208,1.2 PureTech 130ch S&S GT EAT8,Essence /,9 630 km,2021 /,Automatique,0,0,1,1,1,1,1,20 999 €
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV Titanium eCVT,Hybride R /,67 293 km,2021 /,Automatique,1,0,1,1,1,1,1,20 999 €
PEUGEOT,208,1.2 PureTech 130ch S&S GT EAT8,Essence /,9 630 km,2021 /,Automatique,0,0,1,1,1,1,1,20 499 €
FORD,Kuga,2.5 Duratec 225ch PowerSplit PHEV Titanium eCVT,Hybride R /,67 293 km,2021 /,Automatique,1,0,1,1,1,1,1,20 499 €
PEUGEOT,2008,1.6 BlueHDi 75ch Active,Diesel /,83 062 km,2016 /,Manuelle,1,1,1,0,0,0,0,20 499 €
NISSAN,Juke,1.0 DIG-T 114ch Acenta 2021.5,Essence /,27 714 km,2022 /,Manuelle,1,1,1,1,0,1,0,20 499 €
DS,Ds 3 Crossback,BlueHDi 100ch Connected Chic,Diesel /,46 044 km,2020 /,Manuelle,1,0,1,1,1,0,1,20 499 €
CITROEN,C4 X,Moteur électrique 136ch (100 kW) Shine Automatique,Electrique /,200 km,2023 /,Automatique,0,0,1,1,1,1,1,20 499 €
HONDA,Hr-V,1.5 i-VTEC 130ch Exclusive CVT,Essence /,36 500 km,2020 /,Automatique,0,0,1,1,1,1,1,20 499 €
BMW,X4,xDrive30d 265ch M Sport Euro6d-T,Diesel /,90 482 km,2019 /,Automatique,0,0,1,1,1,0,1,20 499 €
NISSAN,Qashqai,1.3 DIG-T 160ch N-Connecta 2019,Essence /,61 230 km,2019 /,Manuelle,1,0,1,1,1,1,1,20 499 €
MERCEDES,Cla,200 d 150ch AMG Line 8G-DCT 8cv,Diesel /,40 565 km,2021 /,Automatique,0,1,1,1,1,1,1,20 499 €
FORD,Focus,1.0 Flexifuel mHEV 125ch ST-Line X,Essence M /,9 990 km,2023 /,Manuelle,0,1,1,1,1,1,1,20 499 €
PEUGEOT,308,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,33 425 km,2022 /,Automatique,1,1,1,0,1,1,1,20 499 €
DS,Ds 3 Crossback,E-Tense Grand Chic 4cv,Electrique /,42 025 km,2020 /,Automatique,0,0,1,1,1,1,1,20 499 €
RENAULT,Kangoo Express,1.5 Blue dCi 115ch Extra R-Link 5cv,Diesel /,43 217 km,2021 /,Manuelle,0,0,1,1,0,0,0,20 499 €
TESLA,Model 3,Standard RWD Plus,Electrique /,52 624 km,2021 /,Automatique,0,0,0,1,0,0,1,20 499 €
MERCEDES,Classe A,180d 116ch Progressive Line 8G-DCT,Diesel /,35 989 km,2022 /,Automatique,0,1,1,1,1,1,1,20 499 €
MERCEDES,Glc,300 e 211+122ch AMG Line 4Matic 9G-Tronic Euro6d-T-EVAP-ISC,Hybride R /,3 380 km,2023 /,Automatique,0,0,1,1,1,1,1,20 499 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8,Essence /,70 000 km,2020 /,Automatique,1,1,1,1,1,0,1,20 499 €
VOLKSWAGEN,Tiguan,1.4 eHybrid 245ch R-Line DSG6,Hybride R /,100 km,2024 /,Automatique,0,1,1,1,1,1,1,20 499 €
RENAULT,Twingo,III SCE 65CV - 21ZEN,Essence /,26 874 km,2021 /,Manuelle,0,0,0,0,0,0,0,20 499 €
RENAULT,Megane,E-Tech Electric EV60 130ch Evolution ER optimum charge,Electrique /,9 000 km,2023 /,Automatique,0,1,1,1,1,1,1,20 499 €
NISSAN,Juke,1.0 DIG-T 114ch N-Connecta 2021,Essence /,26 856 km,2021 /,Manuelle,1,1,1,1,1,1,1,20 499 €
PEUGEOT,408,PHEV 225ch Allure Pack e-EAT8,Hybride /,9 700 km,2023 /,Automatique,0,1,1,1,1,1,1,20 499 €
MERCEDES,Classe B,180 136ch AMG Line Edition 7G-DCT 7cv,Essence /,17 663 km,2021 /,Automatique,0,1,1,1,1,1,1,20 499 €
RENAULT,Megane Estate,1.5 Blue dCi 115ch Business EDC,Diesel /,96 273 km,2020 /,Automatique,0,1,1,1,1,1,1,20 499 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine EAT6,Essence /,4 212 km,2023 /,Automatique,0,0,1,1,1,0,1,20 499 €
RENAULT,Clio Estate,1.5 dCi 90ch energy Intens Euro6c,Diesel /,91 917 km,2018 /,Manuelle,1,1,1,1,1,0,0,20 499 €
RENAULT,Clio,1.0 TCe 100ch Intens,Essence /,45 570 km,2019 /,Manuelle,1,1,1,1,1,0,1,20 499 €
RENAULT,Captur,1.0 TCe 100ch Business GPL -21,Gpl /,33 259 km,2021 /,Manuelle,1,1,1,1,0,1,1,20 499 €
VOLKSWAGEN,Transporter,2.8T L1H1 2.0 TDI 150ch DSG7,Diesel /,56 710 km,2018 /,Automatique,0,0,1,1,0,0,0,20 499 €
BMW,X3,M40iA 360ch,Essence /,90 803 km,2018 /,Automatique,0,0,1,1,1,0,1,49 500 €
PEUGEOT,208,1.2 PureTech 100ch S&S GT EAT8,Essence /,60 850 km,2021 /,Automatique,0,0,1,1,1,1,1,49 500 €
PEUGEOT,Expert,Standard 2.0 BlueHDi 120ch Premium S&S,Diesel /,57 925 km,2018 /,Manuelle,0,0,1,1,0,0,0,49 500 €
RENAULT,Twingo,1.0 SCe 75ch Zen - 20,Essence /,28 284 km,2021 /,Manuelle,1,0,0,1,0,0,0,49 500 €
DACIA,Sandero,1.0 TCe 90ch Expression,Essence /,21 806 km,2023 /,Manuelle,1,1,1,1,0,0,1,49 500 €
FORD,Puma,1.0 EcoBoost 125ch S&S mHEV ST-Line X Powershift,Essence M /,5 000 km,2023 /,Automatique,1,0,1,1,1,0,1,49 500 €
RENAULT,Zoe,Life charge normale R110 Achat Intégral - 20,Electrique /,44 231 km,2021 /,Automatique,1,1,1,1,0,0,0,49 500 €
FORD,Focus,1.0 EcoBoost 125ch ST-Line,Essence /,72 709 km,2018 /,Manuelle,0,0,1,1,1,0,1,49 500 €
PEUGEOT,5008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,10 500 km,2023 /,Automatique,0,1,1,1,1,1,1,49 500 €
NISSAN,Qashqai,e-POWER 190ch Tekna+ 2022,Hybride /,1 650 km,2024 /,Automatique,0,0,1,1,1,1,1,49 500 €
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch R-Line DSG7,Essence /,14 634 km,2023 /,Automatique,0,1,1,1,1,1,1,49 500 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,39 170 km,2020 /,Manuelle,1,0,1,1,1,0,1,49 500 €
RENAULT,Megane,E-Tech Electric EV60 220ch Equilibre optimum charge -B,Electrique /,5 000 km,2023 /,Automatique,1,1,1,1,0,1,1,49 500 €
FORD,Grand Tourneo Connect,1.5 EcoBlue 120ch Stop&Start Titanium BVA,Diesel /,24 700 km,2019 /,Automatique,1,0,1,1,1,0,1,49 500 €
FORD,Grand Tourneo Connect,1.5 EcoBlue 120ch Stop&Start Titanium BVA,Diesel /,24 700 km,2019 /,Automatique,1,0,1,1,1,0,1,49 500 €
BMW,X1,xDrive20iA 192ch xLine Euro6d-T,Essence /,143 419 km,2019 /,Automatique,0,0,1,1,1,1,1,49 500 €
MERCEDES,Gle Coupe,450 367ch AMG 4Matic 9G-Tronic,Essence /,94 490 km,2016 /,Automatique,0,0,1,1,1,1,1,49 500 €
CITROEN,C3 Aircross,PureTech 110ch S&S Shine Pack,Essence /,16 600 km,2023 /,Manuelle,0,1,1,1,1,1,1,49 500 €
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch Carat Euro6d-T,Essence /,105 579 km,2019 /,Manuelle,0,1,1,1,1,1,1,49 500 €
PEUGEOT,3008,1.2 PureTech 130ch E6.c Allure S&S,Essence /,96 856 km,2019 /,Manuelle,1,0,1,1,1,0,1,49 500 €
SEAT,Ateca,2.0 TDI 150ch Start&Stop Urban Advanced DSG7,Diesel /,5 000 km,2023 /,Automatique,0,0,1,1,1,1,1,49 500 €
CITROEN,C3,PureTech 110ch Feel S&S,Essence /,71 807 km,2017 /,Manuelle,0,0,0,0,0,0,0,49 500 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT Line EAT6,Essence /,46 420 km,2017 /,Automatique,1,1,1,1,1,0,1,49 500 €
KIA,Picanto,1.0 DPi 67ch Active,Essence /,6 608 km,2022 /,Manuelle,1,0,1,1,0,0,0,49 500 €
AUDI,Q2,30 TDI 116ch Design S tronic 7,Diesel /,20 312 km,2022 /,Automatique,1,1,1,1,1,0,1,49 500 €
PEUGEOT,508 Sw,HYBRID 225ch Allure Pack e-EAT8 10cv,Hybride R /,50 401 km,2020 /,Automatique,1,0,1,0,1,0,0,49 500 €
PEUGEOT,208,1.6 BlueHDi 100ch S&S Premium Pack Euro6c,Diesel /,109 000 km,2019 /,Manuelle,0,0,1,1,0,0,0,49 500 €
PEUGEOT,308,1.2 PureTech 130ch S&S GT Line EAT8 7cv,Essence /,41 408 km,2020 /,Automatique,1,1,1,1,1,0,1,49 500 €
PEUGEOT,3008,1.2 PureTech 130ch E6.c Allure S&S,Essence /,69 672 km,2019 /,Manuelle,1,0,1,1,1,0,1,49 500 €
CITROEN,C5 Aircross,BlueHDi 130ch S&S Feel,Diesel /,70 192 km,2019 /,Manuelle,1,0,1,1,1,0,1,49 500 €
MINI,Countryman,Cooper D 150ch Northwood BVA8,Diesel /,86 905 km,2022 /,Automatique,0,0,1,1,1,1,1,29 490 €
NISSAN,Juke,1.2 DIG-T 115ch N-Connecta 2018,Essence /,46 761 km,2018 /,Manuelle,1,1,1,1,1,1,0,29 490 €
CITROEN,C4,BlueHDi 130ch S&S Feel Pack EAT8,Diesel /,16 496 km,2023 /,Automatique,1,1,1,1,1,1,1,29 490 €
RENAULT,Clio,1.0 TCe 100ch Intens,Essence /,27 710 km,2020 /,Manuelle,1,1,1,1,1,0,1,29 490 €
PEUGEOT,2008,e-2008 136ch Active,Electrique /,56 355 km,2021 /,Automatique,1,1,1,1,1,0,1,29 490 €
RENAULT,Kadjar,1.3 TCe 140ch FAP Intens EDC - 21,Essence /,63 603 km,2021 /,Automatique,0,1,1,1,1,1,1,29 490 €
RENAULT,Zoe,E-Tech Limited charge normale R110 Achat Intégral,Electrique /,29 172 km,2021 /,Automatique,1,1,1,1,1,0,0,29 490 €
OPEL,Corsa,1.2 75ch Edition,Essence /,23 921 km,2020 /,Manuelle,1,1,1,1,0,0,0,29 490 €
NISSAN,Juke,1.0 DIG-T 114ch Enigma DCT 2021,Essence /,20 230 km,2021 /,Automatique,0,1,1,1,1,1,1,29 490 €
CITROEN,C3,PureTech 82ch Origins S&S E6.d,Essence /,71 500 km,2019 /,Manuelle,1,0,1,0,1,1,0,29 490 €
CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence /,18 160 km,2023 /,Manuelle,0,0,1,1,1,0,0,29 490 €
FORD,Puma,1.0 EcoBoost 125ch mHEV Titanium,Essence M /,39 961 km,2021 /,Manuelle,1,0,1,1,0,0,1,29 490 €
RENAULT,Megane,E-Tech Electric EV60 220ch Techno super charge,Electrique /,28 042 km,2022 /,Automatique,0,1,1,1,1,1,1,29 490 €
RENAULT,Arkana,1.3 TCe 140ch FAP RS Line EDC -21B,Essence M /,37 882 km,2021 /,Automatique,0,0,1,1,1,1,1,29 490 €
RENAULT,Twingo,1.0 SCe 65ch Life - 20,Essence /,32 600 km,2019 /,Manuelle,1,0,0,0,0,0,0,29 490 €
RENAULT,Clio,1.5 Blue dCi 100ch Evolution,Diesel /,19 027 km,2023 /,Manuelle,1,1,1,1,0,0,1,29 490 €
PEUGEOT,108,1.0 VTi Style 5p,Essence /,88 584 km,2019 /,Manuelle,1,0,0,1,0,0,0,29 490 €
PEUGEOT,208,1.2 PureTech 75ch S&S Active 119g,Essence /,33 977 km,2020 /,Manuelle,1,0,1,1,0,0,0,29 490 €
RENAULT,Zoe,Life charge normale R110 - 20 (LOCATION DE BATTERIE),Electrique /,62 148 km,2021 /,Automatique,1,1,1,1,0,0,0,29 490 €
BMW,X5,xDrive45e 394ch M Sport,Hybride R /,54 300 km,2020 /,Automatique,0,0,1,1,1,1,1,29 490 €
NISSAN,Juke,1.0 DIG-T 114ch N-Design DCT 2021.5,Essence /,42 155 km,2021 /,Automatique,1,1,1,1,1,1,1,29 490 €
RENAULT,Megane,E-Tech Electric EV60 130ch Evolution ER super charge -C,Electrique /,5 000 km,2023 /,Automatique,0,1,1,1,1,1,1,29 490 €
TOYOTA,Prius Hybride Rechargeable,2.0 Hybride Rechargeable 223ch Design,Hybride R /,9 900 km,2023 /,Automatique,0,0,1,1,1,1,1,29 490 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,61 395 km,2021 /,Manuelle,1,1,1,1,1,0,1,29 490 €
RENAULT,Arkana,1.3 TCe mild hybrid 140ch RS Line EDC -22,Essence M /,27 815 km,2022 /,Automatique,0,0,1,1,1,1,1,29 490 €
PEUGEOT,2008,1.5 BlueHDi 120ch E6.c Crossway S&S EAT6,Diesel /,78 523 km,2019 /,Automatique,0,1,1,0,1,1,1,29 490 €
CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence /,19 453 km,2023 /,Manuelle,0,0,1,1,1,0,0,29 490 €
VOLKSWAGEN,T-Roc,2.0 TDI 150ch R-Line 4Motion DSG7 Euro6d-T 132g,Diesel /,93 188 km,2021 /,Automatique,0,0,1,1,1,1,1,29 490 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,17 371 km,2023 /,Automatique,0,1,1,1,1,1,1,29 490 €
NISSAN,Juke,1.6 Hybrid 143ch N-Design 2022.5,Hybride /,8 900 km,2023 /,Automatique,0,1,1,1,1,1,1,29 490 €
NISSAN,Juke,1.6 Hybrid 143ch N-Design 2022.5,Hybride /,8 900 km,2023 /,Automatique,0,1,1,1,1,1,1,29 890 €
MINI,Clubman,Cooper S 192ch Kensington BVA7 Euro6d-T,Essence /,47 138 km,2019 /,Automatique,0,0,1,1,1,1,1,29 890 €
LAND-ROVER,Range Rover Evoque,1.5 P300e 309ch R-Dynamic S AWD BVA Mark III,Hybride R /,4 674 km,2023 /,Automatique,0,0,1,1,1,1,1,29 890 €
SEAT,Ibiza,1.0 MPI 80ch Start/Stop Style Euro6d-T,Essence /,54 275 km,2019 /,Manuelle,1,0,1,1,0,0,0,29 890 €
DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2 E6U,Diesel /,38 111 km,2020 /,Manuelle,1,0,1,1,1,1,1,29 890 €
